ROW,GARDEN_PLANT_ID,2020 STATUS,PLANT_CODE,PLANT_STATE,PLANT_SPECIES,PLANT_PROVENANCE,ORIGIN_PLANT_ID,PLOIDY,TYPE OF HERBIVORY,LEVEL OF HERBIVORY,TOTAL AREA (UNITS?),VOLUME (UNITS?),VOLUME (HIGH OR LOW),90% HEIGHT (UNITS?),EXTRACTION WEIGHT (G),GC VIAL WEIGHT (G),GC WET WEIGHT (G),GC DRY AND VIAL WEIGHT (G),DRY WEIGHT (G),DRY WEIGHT (MG),% DRY WEIGHT,DRY WEIGHT OF EXTRACTED SAMPLES,UM TP,mM TP PER GRAM DRY WEIGHT (mM TP/G DW),%N,%C,TOTAL AREA UNDER THE CURVE,TOTAL # OF MONOTERPENE PEAKS,TOTAL AUC >28MIN,TOTAL AUC >28 MIN/mg DW,TOTAL # PEAKS >28MIN,"1,8 CINEOLE AUC",UNKNOWN 3.2 AUC,STATUS LIVE OR DEAD,NDVI_COUNT,NDVI_AREA,NDVI_MEAN,NDVI_MIN,NDVI_MAX,NDVI_RANGE,NDVI_STD,NDVI_SUM,THERMORIGINAL_COUNT,THERMORIGINAL_AREA,THERMORIGINAL_MEAN,THERMORIGINAL_STD,THERMAL_AREA,THERMAL_MEAN,THERMAL_STD
7,177,D,CAV*W.3.5,CA,V,3,5,2n,fly,n,622.3826809,21258.72523,High,34.157,0.05217,14.76021,0.04922,14.78175,0.02154,2.154,0.437626981,0.022831,3648.31125,159.7963871,2.66,46.64,23331,64,23331,10831.47632,64,6524.0376,890.33997,.,88,0.920405455,0.029447707,-0.072289154,0.017142856,0.08943201,0.018728909,-2.591398214,45,0.911474208,15382.86667,330.8084105,0.911474208,15501.2,142.0517277
7,181,A,ORT.2.9,OR,T,2,9,2n,.,l,756.1040383,55690.84294,High,73.655,0.05205,15.0058,0.05017,15.02495,0.01915,1.915,0.381702212,0.0198676,2787.68375,140.3130588,3.82,45.42,31341.8,70,31341.8,16366.4752,70,1708.31445,3889.09668,.,139,1.453822253,0.003152983,-0.045643155,0.094827585,0.140470739,0.027912932,0.438264572,71,1.43810375,15419.40845,307.8085914,1.43810375,15228.71831,288.2355347
7,183,D,OR'V.1.3,OR,V,1,3,4n,.,l,358.8876143,20039.56661,High,55.838,0.05144,14.83998,0.04817,14.8614,0.02142,2.142,0.444675109,0.022874088,2547.525,111.3716553,3.59,44.85,31371.7,70,31367.20252,14643.8854,69,422.40009,1605.48035,.,84,0.878568844,0.0141028,-0.056451611,0.089108914,0.145560525,0.028866681,1.184635185,43,0.870964243,15112.53488,280.5130971,0.870964243,15270.48837,254.6275321
7,185,D,IDV.5.1,ID,V,5,1,2n,.,l,464.6832853,21055.26434,High,45.311,0.05162,14.92448,0.05033,14.94736,0.02288,2.288,0.454599642,0.023466434,4135.96125,176.2500997,3.16,46.89,23367.6,70,23325.68301,10194.79153,68,161.34726,0,DEAD,40,0.418366116,0.009352538,-0.038251366,0.085714288,0.123965655,0.024360506,0.3741015,19,0.384844666,15233.05263,304.5641361,0.384844666,15516.31579,120.5426558
7,186,D,OR'V.1.8,OR,V,1,8,4n,aphids,l,401.1220387,21933.7542,High,54.681,0.04885,14.86409,0.04992,14.88894,0.02485,2.485,0.497796474,0.024317358,2652.7,109.0866872,4.15,44.96,38425,82,38354.16675,15434.27233,80,1663.17493,883.89124,DEAD,46,0.481121033,0.008001459,-0.057591625,0.078947365,0.13653899,0.026453996,-0.368067119,24,0.486119578,15050.33333,366.3806839,0.486119578,15416.5,84.71520918
7,189,A,UT'W*V.2.1,UT,W,2,1,4n,.,l,275.8199154,14637.76291,High,53.07,0.04902,14.91772,0.04958,14.93505,0.01733,1.733,0.349536103,0.01713426,2103.88125,122.787986,3.34,45.46,20137.5,60,20137.5,11620.02308,60,4971.79687,0,.,67,0.700763244,0.084073006,-0.020408163,0.248979598,0.269387761,0.072699993,5.632891409,35,0.708924384,15210.02857,406.1219722,0.708924384,15537.4,218.8383879
7,190,A,NM'T.1.6,NM,T,1,6,4n,.,l,277.9791028,15674.12969,High,56.386,0.04916,15.01603,0.05087,15.03576,0.01973,1.973,0.387851386,0.019066774,3889.8925,204.014191,3.59,45.22,24802,72,24802,12570.70451,72,1963.12891,885.38843,.,58,0.606630868,0.07850596,-0.020648967,0.138755977,0.159404945,0.04956384,4.553345656,29,0.58739449,14997.75862,396.8062721,0.58739449,15626.34483,122.2767567
7,192,A,WAT.1.6,WA,T,1,6,2n,.,l,1800.109163,130115.4905,High,72.282,0.0517,14.95765,0.05151,14.97718,0.01953,1.953,0.37914968,0.019602038,2085.70625,106.4025181,3.8,43.94,26533.6,74,26533.58958,13586.06737,74,2055.2373,1560.81946,.,143,1.495658865,0.151350294,-0.022222223,0.268292695,0.290514918,0.069574691,21.64309206,75,1.51912368,15427.53333,368.4686267,1.51912368,15315.04,443.8790358
7,193,D,IDV.5.9,ID,V,5,9,2n,aphids,n,414.7371507,14987.77115,High,36.138,0.0515,14.94902,0.04805,14.96999,0.02097,2.097,0.436420395,0.02247565,2549.17125,113.419243,3.2,46.62,25543.1,52,25474.67665,12148.15291,51,249.59079,0,DEAD,29,0.303315434,0.051587086,-0.013333334,0.180722892,0.194056226,0.049050842,1.496025488,15,0.303824736,15079.93333,344.565904,0.303824736,15644.33333,127.4172498
7,194,A,UTT.1.9,UT,T,1,9,2n,.,h,78.86035061,3358.425751,Low,42.587,0.04935,14.96203,0.05151,14.98683,0.0248,2.48,0.481459911,0.023760047,3130.03375,131.7351689,4.3,45.73,68510.9,148,68498.34014,27620.29844,146,2935.90918,1521.95837,.,19,0.198723905,0.056491102,-0.009174312,0.184210524,0.193384836,0.051422867,1.073330929,10,0.202549824,14692.4,227.780684,0.202549824,15320.2,114.6139608
7,195,A,WAT.1.9,WA,T,1,9,2n,aphids,l,1260.672653,80719.60932,High,64.029,0.05075,14.8365,0.05047,14.85416,0.01766,1.766,0.349910838,0.017757975,2006.08875,112.9683281,2.8,45.25,27763.2,76,27763.2043,15720.95374,76,1910.91406,2605.78442,.,157,1.642087005,0.104511857,-0.032558139,0.200000003,0.232558142,0.051597977,16.40836158,79,1.60014361,15381.96203,399.3265991,1.60014361,14823.26582,369.3577974
8,199,A,IDT.3.5,ID,T,3,5,2n,beetle,m,64.29704812,2386.449238,Low,37.116,0.05072,14.80517,0.04903,14.82509,0.01992,1.992,0.406281868,0.020606616,2702.48625,131.146531,3.33,41.6,37597.1,75,37597.11447,18874.05345,75,1940.35486,983.06458,.,44,0.460202728,0.156089969,-0.010380623,0.271111101,0.281491724,0.074884607,6.867958616,21,0.42535463,15206.2381,249.6793953,0.42535463,14845.95238,310.6020998
8,201,A,NM'T.2.4,NM,T,2,4,4n,aphids,n,302.0677791,16805.84296,High,55.636,0.05047,14.96913,0.05071,14.99148,0.02235,2.235,0.440741471,0.022244222,2790.505,125.4485319,3.16,44.9,25121.6,71,25121.6,11240.08949,71,4257.12842,1162.78943,.,59,0.617090021,0.062683735,-0.040816326,0.145631075,0.186447401,0.049977196,3.698340359,30,0.607649472,15401.53333,280.4045569,0.607649472,15206.56667,219.3767966
8,202,D,OR'W.1.3,OR,W,1,3,4n,aphids,l,32.20278971,960.1583779,Low,29.816,0.05057,14.89734,0.05101,14.92295,0.02561,2.561,0.50205842,0.025389094,3626.52625,142.8379527,3.8,43.06,34294.1,77,34268.95993,13381.08549,76,1390.78247,1347.59143,DEAD,30,0.313774587,0.005818803,-0.047272727,0.070539422,0.117812149,0.030145595,-0.174564084,16,0.324079718,15379.125,345.5571362,0.324079718,15582.75,181.8634447
8,205,A,NVV.2.5,NV,V,2,5,2n,.,m,65.11362515,2874.0503,Low,44.139,0.05041,14.97868,0.05131,14.99988,0.0212,2.12,0.41317482,0.020828143,2724.295,130.7987488,3.98,45.38,41946,80,41936.16298,19781.20895,79,10427.3,983.23712,.,33,0.345152046,0.085963413,-0.004329004,0.218487397,0.222816401,0.07030283,2.836792645,17,0.344334701,15538.94118,198.2053215,0.344334701,15561.11765,150.7326743
8,208,A,ORT.1.1,OR,T,1,1,2n,aphids,n,766.6141781,42802.3694,High,55.833,0.05159,14.90283,0.05039,14.92197,0.01914,1.914,0.379837269,0.019595805,4095.18375,208.9826781,3.37,45.89,20214.5,69,20214.5,10561.38976,69,123.4908,1800.08923,.,114,1.192343431,0.11812689,-0.045161292,0.236641228,0.28180252,0.07190933,13.4664655,59,1.195043962,15575.37288,147.5336099,1.195043962,15161.55932,504.4946211
8,209,D,IDV.3.8,ID,V,3,8,2n,.,l,241.0998657,12019.06941,High,49.851,0.04998,14.9622,0.04982,14.98634,0.02414,2.414,0.48454436,0.024217527,5201.42125,214.7792064,3.59,45.49,31504.7,74,31499.53956,13048.69079,73,5555.50244,1122.8092,DEAD,89,0.930864608,0.007678015,-0.045454547,0.054187194,0.09964174,0.021724208,0.683343359,45,0.911474208,15189,414.3922994,0.911474208,15386.02222,240.7346616
8,211,A,AZ'T.1.7,AZ,T,1,7,4n,.,m,524.6384482,14565.53724,High,27.763,0.05177,15.10404,0.04956,15.12548,0.02144,2.144,0.432606941,0.022396061,2874.095,128.3303772,3.01,45.02,25683,74,25682.97058,11978.99747,74,1618.09924,922.86798,.,88,0.920405455,0.077641091,-0.053571429,0.166666672,0.220238101,0.05808724,6.832416048,45,0.911474208,14945.24444,513.7221106,0.911474208,15425.2,300.946182
8,212,D,OR'V.1.1,OR,V,1,1,4n,aphids,h,26.78991559,864.6713154,Low,32.276,0.05188,14.99383,0.05196,15.01802,0.02419,2.419,0.465550423,0.024152756,3757.64625,155.5783636,2.84,43.6,24131.2,65,24112.99078,9968.164853,64,2335.12646,0,DEAD,17,0.177805599,0.014269765,-0.032786883,0.089430891,0.122217774,0.031821197,0.242585998,9,0.182294842,14580.22222,309.7908892,0.182294842,15681.55556,68.97521473
8,213,D,NVT.2.9,NV,T,2,9,2n,fly,h,771.5341049,43576.24625,High,56.48,0.05245,14.89794,0.05023,14.9161,0.01816,1.816,0.36153693,0.018962612,2837.2125,149.6213972,3.83,44.72,15164.2,63,15164.2,8350.330396,63,2310.66504,0,.,81,0.847191385,0.071306087,-0.036363635,0.163636357,0.199999992,0.045884529,5.775793043,41,0.830454278,14591.39024,418.8731037,0.830454278,15371.68293,372.4327694
8,216,A,UT'W*V.2.8,UT,W,2,8,4n,aphids,m,215.1242056,11568.08903,High,53.774,0.05038,14.95921,0.04892,14.97768,0.01847,1.847,0.377555192,0.019021231,1624.36875,85.39766884,3.16,47.08,30156.2,63,30151.57976,16324.62358,62,1336.04773,909.59851,.,74,0.773977315,0.095083684,-0.07027027,0.224137932,0.294408202,0.066560632,7.036192618,40,0.810199296,15090.525,494.8406303,0.810199296,15148.625,390.5597706
8,217,D,CAV.1.6,CA,V,1,6,2n,.,l,63.42546172,988.6760973,Low,15.588,0.04958,15.04161,0.05071,15.069,0.02739,2.739,0.540130152,0.026779653,11092.32,414.2070112,3.54,45.78,13425.5,71,13425.49452,4901.604425,71,1088.62927,0,DEAD,13,0.135968988,0.051110542,-0.095406361,0.004608295,0.100014656,0.030955217,-0.664437041,9,0.182294842,15546.33333,80.46393257,0.182294842,15663.33333,40.1386486
8,218,A,IDT.1.10,ID,T,1,10,2n,aphids,l,696.3876408,49843.249,High,71.574,0.04968,14.97188,0.05221,14.99304,0.02116,2.116,0.405286344,0.020134626,2371.54375,117.7843484,3.77,45.01,25010.3,60,25010.3,11819.61248,60,335.71033,1300.47278,.,70,0.732140703,0.114059972,-0.047272727,0.210762337,0.258035064,0.063406863,7.984198017,35,0.708924384,15341.8,219.3376783,0.708924384,15338.97143,366.1604243
8,219,D,ORT.3.10,OR,T,3,10,2n,.,m,34.72749282,1087.803985,Low,31.324,0.05028,14.97303,0.04999,14.99561,0.02258,2.258,0.451690338,0.02271099,3134.4575,138.0150083,4.27,43.51,36366.1,79,36366.10418,16105.44915,79,2074.09741,592.19196,.,62,0.64846748,0.006577341,-0.05882353,0.065326631,0.124150161,0.026807699,-0.407795116,33,0.668414419,15225.36364,274.0497431,0.668414419,15577.63636,70.53553507
8,220,D,NV'V.3.4,NV,V,3,4,4n,.,n,33.94552403,813.0631917,Low,23.952,0.05179,14.84919,0.05165,14.87209,0.0229,2.29,0.443368829,0.022962072,2804.605,122.1407652,3.01,47.25,41800.5,44,41800.37241,18253.43773,44,12619.3,0,.,34,0.355611199,0.003982512,-0.03846154,0.06735751,0.10581905,0.023982626,-0.135405411,17,0.344334701,15355.94118,73.62821597,0.344334701,15344.47059,162.0835361
8,224,D,CO'V*W.2.6,CO,V,2,6,4n,aphids,l,62.65604569,1919.78124,Low,30.64,0.05233,14.97355,0.05056,14.99619,0.02264,2.264,0.44778481,0.023432579,3574.7775,152.5558703,3.07,45.58,47689.2,71,47675.87644,21058.24931,70,958.42365,719.24652,DEAD,35,0.366070352,0.012971663,-0.042105265,0.03167421,0.073779475,0.016966626,-0.454008217,19,0.384844666,14899.78947,174.6333238,0.384844666,15247.94737,322.4100811
9,225,A,CAT.1.5,CA,T,1,5,2n,.,l,699.2545707,38103.78007,High,54.492,0.0509,14.84228,0.04968,14.85996,0.01768,1.768,0.355877617,0.018114171,2827.64875,156.1014743,3.92,44.67,22076.8,68,22076.8,12486.87783,68,1836.84705,822.87506,.,95,0.993619526,0.100454292,-0.094170406,0.275720179,0.369890586,0.08709706,9.543157781,49,0.992494138,15035.10204,231.8118735,0.992494138,14537.44898,364.703909
9,229,A,AZ'T*W.1.8,AZ,T,1,8,4n,.,n,44.40698489,2301.12555,Low,51.819,0.05235,14.99751,0.0504,15.01872,0.02121,2.121,0.420833333,0.022030625,2678.37125,121.5749099,3.1,45.505,24332.1,74,24332.1,11471.99434,74,822.33667,894.45062,.,68,0.711222397,0.081472798,-0.094527364,0.194174752,0.288702115,0.066809032,5.54015029,32,0.648159437,15093.5,402.9271026,0.648159437,15529.96875,175.4997301
9,230,D,IDT.3.3,ID,T,3,3,2n,.,h,633.7914211,41891.71156,High,66.097,0.04912,14.83975,0.0508,14.85649,0.01674,1.674,0.329527559,0.016186394,2130.46375,131.6206556,3.78,44.33,21633.1,64,21633.1,12922.99881,64,764.24304,659.27673,DEAD,63,0.658926633,0.034754218,-0.076142132,0.018181818,0.09432395,0.022038336,-2.189515748,35,0.708924384,15584.71429,209.1219154,0.708924384,15543.37143,179.35473
9,233,A,ID'W.3.10,ID,W,3,10,4n,aphids,l,290.2520234,13265.09797,High,45.702,0.05013,14.96933,0.04917,14.98773,0.0184,1.84,0.374211918,0.018759243,2127.79625,113.4265492,2.56,45.95,32445,65,32428.19361,17624.01827,64,371.37204,867.01624,.,134,1.401526489,0.043254934,-0.092682928,0.211822659,0.304505587,0.082586745,5.796161218,72,1.458358733,15350.15278,290.368954,1.458358733,14836.40278,299.6532097
9,234,D,NVT*W.1.3,NV,T,1,3,2n,.,n,599.0373402,42477.73779,High,70.91,0.04976,14.84871,0.05046,14.86647,0.01776,1.776,0.35196195,0.017513627,2735.47875,156.1914506,3.07,45.43,31198.6,68,31198.6,17566.77928,68,2969.64795,1225.24963,.,44,0.460202728,0.060933737,-0.042105265,0.209790215,0.25189548,0.065010723,2.681084419,21,0.42535463,15194.80952,351.0823562,0.42535463,15066.42857,321.0182566
9,235,D,ID'W.3.2,ID,W,3,2,4n,.,l,273.365012,11704.66972,High,42.817,0.05195,14.7696,0.04989,14.78984,0.02024,2.024,0.405692524,0.021075727,3851.88125,182.763865,3,44.52,25655.9,82,25652.86294,12674.3394,80,212.8662,1096.81946,DEAD,71,0.742599856,0.043162441,-0.056603774,0.145161286,0.20176506,0.042393729,3.064533326,39,0.789944314,14690.10256,272.6268037,0.789944314,15066.97436,242.0795045
9,236,D,WA'W.1.7,WA,W,1,7,4n,aphids,l,875.0805576,40564.35925,High,46.355,0.05203,14.95196,0.04858,14.96983,0.01787,1.787,0.367846851,0.019139072,2680.805,140.0697511,4.06,56.13,31440.9,71,31418.32264,17581.60193,70,5461.55127,632.5647,.,34,0.355611199,0.030033229,-0.031446543,0.137096778,0.16854332,0.036617299,1.021129788,17,0.344334701,14955.29412,370.4051462,0.344334701,15292.41176,251.7949817
9,244,D,ORT.3.5,OR,T,3,5,2n,aphids,l,796.0113045,40735.87851,High,51.175,0.05208,14.98311,0.05155,15.00189,0.01878,1.878,0.364306499,0.018973082,2320.56625,122.3083417,4.55,45.6,24138.8,76,24138.8,12853.46113,76,1218.41272,737.99194,.,62,0.64846748,0.099777727,-0.012552301,0.200000003,0.212552304,0.05541101,6.186219054,32,0.648159437,14942.875,328.6004175,0.648159437,15446.21875,250.1115669
9,245,D,OR'V.1.4,OR,V,1,4,4n,aphids,l,373.8090905,17399.69174,High,46.547,0.05065,14.96324,0.05158,14.99006,0.02682,2.682,0.51996898,0.026336429,3062.70125,116.2914406,4.16,45.73,38445.6,80,38414.84151,14323.20713,78,802.24701,0,.,30,0.313774587,0.061085938,0.004444445,0.145299152,0.140854707,0.031163515,1.832578131,13,0.263314771,15285.69231,212.2960142,0.263314771,15475.15385,360.2767838
9,248,A,ORT.2.5,OR,T,2,5,2n,aphids,n,1222.364244,82173.43633,High,67.225,0.04966,14.9006,0.0516,14.92003,0.01943,1.943,0.376550388,0.018699492,3167.49625,169.3894256,2.7,45.46,38951.3,79,38946.05267,20044.28856,78,726.42041,1471.46423,.,153,1.600250394,0.151474728,-0.02617801,0.263565898,0.289743908,0.072393696,23.17563339,79,1.60014361,15252.07595,506.8198884,1.60014361,14910.03797,448.7494704
9,251,D,UTT.2.3,UT,T,2,3,2n,fly/aphids,l,12.83604191,727.7650681,Low,56.697,0.05111,15.0285,0.0491,15.04988,0.02138,2.138,0.435437882,0.02225523,2618.60875,117.6626228,3.1,45.18,21313.1,64,21313.1,9968.709074,64,256.53009,680.25891,DEAD,17,0.177805599,0.029619873,0.005347594,0.057591625,0.052244031,0.015747595,0.503537845,8,0.162039859,15569.5,52.12005372,0.162039859,15401.25,112.691781
9,252,A,CO'W.1.2,CO,W,1,2,4n,.,l,5.97134057,228.9411974,Low,38.34,0.0508,14.90097,0.05084,14.92552,0.02455,2.455,0.48288749,0.024530685,2584.6375,105.363448,3.84,44.55,36052.3,63,36052.3,14685.25458,63,11971.2,0,.,40,0.418366116,0.0888112,-0.004219409,0.216931224,0.221150633,0.058642148,3.552448017,21,0.42535463,15501.09524,85.73486525,0.42535463,15343,122.102221
10,253,D,UT'W.1.7,UT,W,1,7,4n,aphids,l,94.41270974,2923.206319,Low,30.962,0.05197,14.87685,0.05021,14.89838,0.02153,2.153,0.428799044,0.022284686,2495.95625,112.0032032,3.32,44.44,32188.7,63,32188.77202,14950.66048,63,6531.58691,0,.,52,0.543875951,0.092871253,-0.008264462,0.238532111,0.246796574,0.075196792,4.829305134,28,0.567139507,14867.78571,376.2028667,0.567139507,15329.5,361.8300213
10,261,D,CO'V*W.2.4,CO,V,2,4,4n,.,m,30.3295461,909.3101217,Low,29.981,0.05082,14.95113,0.04985,14.97864,0.02751,2.751,0.551855567,0.0280453,3120.995,111.2840658,3.43,43.07,46935,67,46919.48753,17055.42985,66,1435.17163,0,.,29,0.303315434,0.003546844,-0.026490066,0.032863848,0.059353914,0.014301325,-0.102858472,16,0.324079718,14431.125,131.6210826,0.324079718,15545.6875,135.6008475
10,262,A,ID'W.1.5,ID,W,1,5,4n,.,n,394.1485079,15002.47466,High,38.063,0.05073,14.86441,0.05005,14.88892,0.02451,2.451,0.48971029,0.024843003,5361.99625,215.8352696,3.25,43.1,36770.4,76,36765.87882,15000.35856,75,1626.97485,1419.10999,.,68,0.711222397,0.173378562,-0.024390243,0.248945147,0.27333539,0.06944852,11.78974223,36,0.729179366,15110.30556,353.2116787,0.729179366,15133.11111,325.1859962
10,265,D,CAV.2.7,CA,V,2,7,2n,.,l,531.7469614,27391.34947,High,51.512,0.05093,14.99998,0.04925,15.0178,0.01782,1.782,0.361827411,0.01842787,2597.8225,140.9724777,2.695,45.935,21161.5,63,21149.14008,11868.20431,61,5738.51465,596.78137,.,76,0.79489562,0.004168676,-0.07692308,0.05172414,0.128647219,0.025430604,0.316819353,38,0.769689331,15248.52632,356.5399318,0.769689331,15533.31579,239.7639305
10,266,D,IDV.5.10,ID,V,5,10,2n,.,m,156.6792726,3412.944594,Low,21.783,0.05192,14.91834,0.0513,14.9422,0.02386,2.386,0.465107212,0.024148366,4358.0275,180.4688323,2.68,47.41,34636.8,65,34636.8,14516.68064,65,5154.52344,0,.,38,0.39744781,0.015629141,-0.064638786,0.069387756,0.134026542,0.033169262,-0.59390736,21,0.42535463,14438.80952,269.5409889,0.42535463,15565.80952,141.726638
10,267,D,CAV.2.4,CA,V,2,4,2n,.,n,501.9476198,18782.37799,High,37.419,0.04996,14.84383,0.04977,14.86433,0.0205,2.05,0.411894716,0.02057826,1576.5375,76.6117981,2.7,45.94,21954.2,68,21937.73532,10701.3343,66,5187.3833,667.19305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10,268,A,WA'T.2.4,WA,T,2,4,4n,.,m,133.3666006,4328.546388,Low,32.456,0.05237,14.76338,0.05291,14.7862,0.02282,2.282,0.431298431,0.022587099,3387.55875,149.9775944,2.82,46.08,42652.3,75,42629.66132,18680.83318,74,5863.13672,893.61432,.,27,0.282397128,0.133787542,-0.0546875,0.254901975,0.309589475,0.089204777,3.612263647,13,0.263314771,15226.07692,191.2225693,0.263314771,15508.38462,145.4650571
10,269,A,IDT.1.2,ID,T,1,2,2n,.,h,1273.553252,68641.97317,High,53.898,0.04978,14.95244,0.05206,14.97024,0.0178,1.78,0.341913177,0.017020438,2279.32875,133.9171622,2.65,46.5,33689.9,76,33684.33426,18923.78329,75,1863.84412,5275.90967,.,29,0.303315434,0.126393288,-0.029629629,0.226765797,0.256395426,0.058751811,3.66540534,15,0.303824736,14835.93333,272.7781679,0.303824736,15271.93333,267.0534195
10,271,A,UT'W*V.2.7,UT,W,2,7,4n,.,l,193.5862732,9854.702821,High,50.906,0.05194,14.87467,0.05121,14.89718,0.02251,2.251,0.439562585,0.022830881,3408.35125,149.2868933,3.47,45.61,28791.4,69,28783.06842,12786.79183,67,1855.39478,0,.,64,0.669385786,0.029089781,-0.086757988,0.156862751,0.243620738,0.05856313,1.861745952,31,0.627904454,15041.41935,400.9144205,0.627904454,15337.35484,231.4868558
10,272,A,UT'W.1.10,UT,W,1,10,4n,.,n,91.15615552,2673.610041,Low,29.33,0.04965,14.98422,0.05057,15.00922,0.025,2.5,0.494364248,0.024545185,2892.23125,117.832938,3.17,44.32,37554.8,68,37554.8,15021.92,68,6642.01074,625.44733,.,21,0.219642211,0.037645413,-0.043478262,0.098712444,0.142190706,0.037214133,0.790553677,10,0.202549824,15061.6,328.3778921,0.202549824,15574.7,129.8545725
10,273,A,IDT.2.4,ID,T,2,4,2n,.,l,708.0246366,46765.02725,High,66.05,0.05181,14.89149,0.0499,14.91159,0.0201,2.01,0.402805611,0.020869359,2551.98,122.283585,3.99,44.63,29181.6,76,29176.70576,14515.77401,75,112.91675,894.32825,.,67,0.700763244,0.125413079,0.034883723,0.200000003,0.16511628,0.042471409,8.402676288,34,0.688669402,15158.47059,438.3794512,0.688669402,15067.41176,396.6880622
11,281,D,UT'V.3.4,UT,V,3,4,4n,aphids,m,131.9714858,2854.543238,Low,21.63,0.04951,14.943,0.05017,14.96428,0.02128,2.128,0.424157863,0.021000056,2271.72375,108.1770339,3.59,43.54,24769.4,52,24760.418,11635.53477,50,1136.11646,0,.,47,0.491580186,0.116591645,-0.00862069,0.20869565,0.21731634,0.058077869,5.479807305,22,0.445609613,15118.63636,254.0897382,0.445609613,15301.45455,260.832884
11,282,D,WA'T.2.7,WA,T,2,7,4n,.,l,123.7086961,3115.108676,Low,25.181,0.04926,14.9599,0.05178,14.97932,0.01942,1.942,0.375048281,0.018474878,2325.90875,125.8957547,2.34,45.03,34547.7,70,34547.7,17789.75283,70,4637.88574,755.73462,.,45,0.470661881,0.0001823,-0.040816326,0.034482758,0.075299084,0.019843832,0.008203522,21,0.42535463,14987.09524,323.3233535,0.42535463,15425.19048,247.3183064
11,287,D,WA'W.1.1,WA,W,1,1,4n,aphids,m,569.599756,18274.46897,High,32.083,0.04971,14.91805,0.052,14.93942,0.02137,2.137,0.410961538,0.020428898,2398.31875,117.3983414,2.56,42.08,36072.6,72,36066.62176,16877.22123,71,2278.18359,1031.44446,.,39,0.407906963,0.016703604,-0.062146891,0.080168776,0.142315667,0.03305537,0.651440573,19,0.384844666,15253.31579,269.7386752,0.384844666,15391.68421,135.0680346
11,288,D,MT'W.3.1,MT,W,3,1,4n,.,n,26.488066,810.9586288,Low,30.616,0.0505,14.882,0.0506,14.90725,0.02525,2.525,0.499011858,0.025200099,2263.425,89.81810019,3.12,44.12,34099.1,80,34074.25744,13494.75542,79,6026.72998,1048.75916,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11,290,D,NV'V.3.5,NV,V,3,5,4n,aphids,h,740.3483488,19126.15924,High,25.834,0.04922,14.85875,0.05128,14.88207,0.02332,2.332,0.45475819,0.022383198,2516.48125,112.4272428,2.69,45.64,36638.4,70,36619.01293,15702.83573,68,8002.2168,0,.,41,0.428825269,0.068105103,-0.006535948,0.150000006,0.156535954,0.042053885,2.79230921,21,0.42535463,15300.38095,222.9316522,0.42535463,15444.28571,171.2770362
11,291,D,OR'V.1.5,OR,V,1,5,4n,aphids,l,304.7177693,15002.47466,High,49.234,0.04883,14.92007,0.0482,14.94021,0.02014,2.014,0.417842324,0.020403241,1828.205,89.60365807,2.12,44.57,20398.3,80,20356.30806,10107.40221,78,3681.18555,0,.,43,0.449743575,0.089856166,-0.047619049,0.188405797,0.236024845,0.058978767,3.863815147,21,0.42535463,15297.52381,212.4713133,0.42535463,15106.66667,248.4794393
11,293,D,CA'V.4.1,CA,V,4,1,4n,aphids,h,285.8357932,15841.3055,High,55.421,0.05066,14.95803,0.05151,14.97986,0.02183,2.183,0.423801204,0.021469769,1869.11625,87.05805135,3.95,44.27,25971.3,71,25966.19878,11894.73146,70,4849.32471,0,.,72,0.753059009,0.073548684,-0.042105265,0.164983168,0.207088433,0.052177626,5.295505282,37,0.749434349,15096.94595,281.5182723,0.749434349,15416.21622,288.8297109
11,294,A,UTT.1.6,UT,T,1,6,2n,.,l,774.2444204,42213.35429,High,54.522,0.04909,14.86755,0.04962,14.88822,0.02067,2.067,0.416565901,0.02044922,2450.06,119.8119044,3.14,45.51,24489,63,24481.71777,11844.08213,62,2049.41431,1826.67908,.,118,1.234180042,0.084772608,-0.038251366,0.204918027,0.243169393,0.05991475,10.00316777,61,1.235553926,15108.96721,351.5570036,1.235553926,15060.96721,427.2602373
11,296,A,UT'W.1.1,UT,W,1,1,4n,.,m,319.7817557,9525.019376,High,29.786,0.0542,14.89557,0.05172,14.92097,0.0254,2.54,0.491105955,0.026617943,3961.85,148.8413299,3.49,44.43,24346.9,64,24315.28641,9572.947406,63,3627.92969,0,.,32,0.334692893,0.039610335,-0.009345794,0.137440756,0.14678655,0.028364178,1.267530708,14,0.283569754,14739.71429,393.5641949,0.283569754,15292.28571,155.2667882
11,300,A,AZ'T*W.1.7,AZ,T,1,7,4n,aphids,l,180.8010046,8539.773851,High,47.233,0.05011,14.90297,0.0507,14.92571,0.02274,2.274,0.44852071,0.022475373,3998.25,177.8947134,3.78,45.43,20079.8,65,20079.8,8830.167106,65,701.65558,1063.44678,.,71,0.742599856,0.097485288,-0.004608295,0.180180177,0.184788472,0.048488088,6.921455466,37,0.749434349,15409.16216,267.8950494,0.749434349,15227.91892,357.7619908
