ROW,GARDEN_PLANT_ID,2020 STATUS,PLANT_CODE,PLANT_STATE,PLANT_SPECIES,PLANT_PROVENANCE,ORIGIN_PLANT_ID,PLOIDY,TYPE OF HERBIVORY,LEVEL OF HERBIVORY,TOTAL AREA (UNITS?),VOLUME (UNITS?),VOLUME (HIGH OR LOW),90% HEIGHT (UNITS?),EXTRACTION WEIGHT (G),GC VIAL WEIGHT (G),GC WET WEIGHT (G),GC DRY AND VIAL WEIGHT (G),DRY WEIGHT (G),DRY WEIGHT (MG),% DRY WEIGHT,DRY WEIGHT OF EXTRACTED SAMPLES,UM TP,mM TP PER GRAM DRY WEIGHT (mM TP/G DW),%N,%C,TOTAL AREA UNDER THE CURVE,TOTAL # OF MONOTERPENE PEAKS,TOTAL AUC >28MIN,TOTAL AUC >28 MIN/mg DW,TOTAL # PEAKS >28MIN,"1,8 CINEOLE AUC",UNKNOWN 3.2 AUC,STATUS LIVE OR DEAD,NDVI_COUNT,NDVI_AREA,NDVI_MEAN,NDVI_MIN,NDVI_MAX,NDVI_RANGE,NDVI_STD,NDVI_SUM,THERMORIGINAL_COUNT,THERMORIGINAL_AREA,THERMORIGINAL_MEAN,THERMORIGINAL_STD,THERMAL_AREA,THERMAL_MEAN,THERMAL_STD
1,6,A,UT'V.3.5,UT,V,3,5,4n,.,l,143.0408585,1725.072754,Low,12.06,0.0518,14.93559,0.05137,14.95724,0.02165,2.165,0.421452209,0.021831224,3190.655,146.150987,2.88,44.15,27369.7,44,27369.71314,12641.89983,44,2137.9856,0,.,49,0.512498492,0.104366005,-0.047619049,0.227272734,0.274891783,0.077683685,5.113934257,25,0.50637456,15557.6,73.4890468,0.50637456,15641.12,107.4985842
1,10,D,WA'T.2.3,WA,T,2,3,4n,.,h,46.98618651,1477.151731,Low,31.438,0.05177,14.97349,0.04884,14.99211,0.01862,1.862,0.381244881,0.019737048,3878.665,196.5169816,4.08,45.54,32633.8,77,32628.52933,17523.37773,76,4250.69043,944.79242,.,33,0.345152046,0.129855347,-0.05472637,0.268722475,0.323448844,0.095759299,4.28522645,16,0.324079718,15760.5625,176.2941323,0.324079718,16027.25,40.14894146
1,15,D,ORT*W.2.1,OR,T,2,1,2n,.,n,31.40935014,922.9951632,Low,29.386,0.05192,14.90778,0.05146,14.92751,0.01973,1.973,0.383404586,0.019906366,3878.0925,194.8166973,3.945,44.195,31453,60,31453,15941.71313,60,1582.41052,0,.,48,0.502039339,0.021155174,-0.072243348,0.109243698,0.181487046,0.041308394,1.015448331,24,0.486119578,15860.25,131.41989,0.486119578,15807.125,141.06184
1,17,D,MT'W.1.7,MT,W,1,7,4n,.,l,34.15584642,616.5813395,Low,18.052,0.05225,14.89265,0.05169,14.91226,0.01961,1.961,0.379377056,0.019822451,1950.6875,98.40798623,2.38,45.375,31681.2,66,31681.22791,16155.64911,66,6379.74561,0,.,11,0.115050682,0.003472386,-0.05185185,0.046728972,0.098580822,0.030559473,-0.038196244,4,0.08101993,15863.75,39.61928192,0.08101993,15963,38.4317577
1,20,D,UTT.1.8,UT,T,1,8,2n,.,n,47.48980256,2982.929478,Low,62.812,0.05187,14.99461,0.05146,15.0142,0.01959,1.959,0.380684026,0.01974608,1809.395,91.63312205,4.545,45.68,22520.7,69,22520.7,11496.01838,69,2177.21411,1064.71924,.,34,0.355611199,0.048441496,-0.027522936,0.142857149,0.170380086,0.045867407,1.647010852,19,0.384844666,16006.84211,50.69959323,0.384844666,14749.84211,316.9171008
1,23,A,NM'T.2.5,NM,T,2,5,4n,fly/aphids,m,27.18135255,1373.066024,Low,50.515,0.05402,15.0242,0.05067,15.04854,0.02434,2.434,0.480363134,0.025949216,3394.8775,130.8277458,3.185,46.01,21561.6,64,21555.71105,8856.085066,63,1094.047,590.35889,.,39,0.407906963,0.11792364,0.02586207,0.213270143,0.187408073,0.056018366,4.599021947,23,0.465864595,15081.95652,546.0531491,0.465864595,14870.86957,367.4288224
1,25,A,UTT.1.5,UT,T,1,5,2n,aphids,l,123.6599841,4510.868902,Low,36.478,0.05195,14.987,0.05075,15.00657,0.01957,1.957,0.385615764,0.020032739,2114.71125,105.562762,4.105,44.86,23068.4,64,23068.4,11787.63413,64,2033.94849,911.75366,.,40,0.418366116,0.156876331,0.008403362,0.335968375,0.327565013,0.102178134,6.275053226,21,0.42535463,15544.90476,327.2281721,0.42535463,15715.47619,156.4123424
2,31,D,ORT.3.7,OR,T,3,7,2n,ant,l,79.63914544,1919.78124,Low,24.106,0.05101,14.80925,0.05283,14.83062,0.02137,2.137,0.404505016,0.020633801,3174.50875,153.8499266,4.195,44.625,31314.3,67,31309.34424,14651.07358,66,2400.09277,507.21432,.,82,0.857650538,0.221116064,0.010309278,0.413919419,0.403610141,0.106954695,18.13151728,40,0.810199296,15417.675,485.4964669,0.810199296,15333.95,261.2258553
2,42,A,ORT.2.6,OR,T,2,6,2n,aphids,l,899.7912944,55338.96419,High,61.502,0.05054,14.89807,0.05021,14.91685,0.01878,1.878,0.374029078,0.01890343,1905.93625,100.8248921,3.94,49.235,17652.5,67,17652.52875,9399.642572,67,382.42102,683.39209,.,127,1.328312418,0.107466696,-0.060773481,0.232227489,0.29300097,0.063481036,13.64827036,69,1.397593786,15162.36232,365.1955986,1.397593786,15476.36232,464.02661
2,43,D,CAV*W.3.1,CA,V,3,1,2n,.,n,129.7219328,3177.409022,Low,24.494,0.0491,14.94866,0.05188,14.97017,0.02151,2.151,0.41461064,0.020357382,2708.33375,133.0393905,2.615,49.94,27826.1,65,27826.08419,12936.34783,65,5657.34229,0,DEAD,39,0.407906963,0.017205819,-0.032258064,0.112149529,0.144407593,0.036460972,0.671026937,18,0.364589683,15044.61111,521.4558828,0.364589683,15875.11111,162.9082526
2,47,D,CAT.2.7,CA,T,2,7,2n,.,m,60.85317276,3358.425751,Low,55.189,0.05091,14.94091,0.05016,14.96228,0.02137,2.137,0.426036683,0.021689528,2001.05625,92.25909826,2.54,45.23,48984.89485,72,48984.89485,22922.27181,72,3754.88672,497.15488,DEAD,15,0.156887294,0.013005136,-0.057142857,0.019417476,0.076560333,0.023016276,-0.195077041,9,0.182294842,15614.55556,75.36888705,0.182294842,15662.88889,269.9935985
2,48,D,CAV.1.10,CA,V,1,10,2n,.,n,60.9488967,3251.136048,Low,53.342,0.05236,14.88501,0.05295,14.9105,0.02549,2.549,0.481397545,0.025205975,4625.20125,183.4962213,3.47,45.72,29829.6,68,29829.57187,11702.46052,68,4750.90869,0,.,19,0.198723905,0.083330179,-0.026415095,0.200000003,0.226415098,0.063903952,1.583273395,9,0.182294842,15741.55556,100.175525,0.182294842,15692,136.4290617
2,50,D,MT'W.2.9,MT,W,2,9,4n,.,h,43.83274924,3104.805127,Low,70.833,0.0503,15.06919,0.04984,15.09821,0.02902,2.902,0.582263242,0.029287841,3544.41125,121.019888,3.21,45.78,40420.3,77,40415.96746,13926.93572,76,11695.9,491.60837,DEAD,4,0.041836612,0.024859672,0.016666668,0.031963471,0.015296804,0.005463053,0.09943869,2,0.040509965,15314,142,0.040509965,15386.5,97.5
2,53,A,NM'T.2.3,NM,T,2,3,4n,aphids,l,77.93770712,2581.530673,Low,33.123,0.0511,14.85765,0.05294,14.88063,0.02298,2.298,0.434076313,0.0221813,3399.0925,153.2413593,2.55,45.14,24711,78,24705.40085,10750.82718,77,3741.17041,1009.45947,.,11,0.115050682,0.004713423,-0.091703057,0.083333336,0.175036393,0.056810819,-0.051847651,7,0.141784877,15575,40.71503759,0.141784877,15086.71429,194.4322976
2,54,A,AZ'T*W.1.5,AZ,T,1,5,4n,aphids,n,204.5262598,11943.10641,High,58.394,0.0502,14.87798,0.05145,14.89717,0.01919,1.919,0.372983479,0.018723771,2209.84,118.0232359,3.41,45.47,18106.9,72,18106.9,9435.591454,72,1277.61279,1716.30579,.,75,0.784436468,0.087425135,-0.085470088,0.265625,0.351095088,0.103601296,6.556885152,40,0.810199296,14712.4,436.669486,0.810199296,15608.25,122.4764773
2,55,D,ORT.1.5,OR,T,1,5,2n,caterpillar,l,40.336265,1430.606311,Low,35.467,0.05223,14.84547,0.05155,14.8658,0.02033,2.033,0.394374394,0.020598175,2518.69375,122.2775222,.,.,21707.3,65,21701.15118,10674.44721,64,1689.38196,771.60962,.,49,0.512498492,0.030971562,-0.07692308,0.141666666,0.218589745,0.062531253,1.517606561,25,0.50637456,14980.32,375.8792061,0.50637456,15565.8,41.34150457
2,56,A,UT'W*V.2.10,UT,W,2,10,4n,.,l,62.33323685,2242.625195,Low,35.978,0.05056,14.99128,0.04977,15.01132,0.02004,2.004,0.4026522,0.020358095,2845.985,139.7962318,3.17,44.78,31207.6,73,31199.07812,15568.40226,72,385.80563,0,.,40,0.418366116,0.141716033,-0.061403509,0.33574006,0.397143569,0.106002623,5.668641338,22,0.445609613,14721.36364,194.5499575,0.445609613,15220.86364,245.1080087
3,57,A,OR'W.1.1,OR,W,1,1,4n,.,l,67.84209016,1118.783909,Low,16.491,0.05025,14.83704,0.04999,14.85576,0.01872,1.872,0.374474895,0.018817363,2336.69,124.1773325,3.89,44.29,38323.9,83,38320.27358,20470.23161,82,1422.91479,948.59015,.,43,0.449743575,0.121220807,-0.077551022,0.296000004,0.373551026,0.098624455,5.212494693,19,0.384844666,14561.31579,163.9403141,0.384844666,14299.89474,285.9793689
3,60,A,ID'W.2.3,ID,W,2,3,4n,.,n,57.1473626,2352.07115,Low,41.158,0.05002,14.80872,0.05232,14.83269,0.02397,2.397,0.458142202,0.022916273,3611.72375,157.6051987,3.25,45.31,41601.4,76,41596.43301,17353.53901,75,1200.896,1058.74121,.,44,0.460202728,0.11872489,-0.041825093,0.295454532,0.337279625,0.09235738,5.223895145,21,0.42535463,15277.33333,363.1112034,0.42535463,15119.28571,476.1227476
3,63,A,ID'W.1.7,ID,W,1,7,4n,.,n,333.3625694,13360.17169,High,40.077,0.0522,14.92732,0.05007,14.94819,0.02087,2.087,0.416816457,0.021757819,2779.2175,127.7341949,3.58,44.91,38125,69,38125,18267.84859,69,4817.62793,964.98431,.,22,0.230101364,0.038793004,-0.05472637,0.150000006,0.204726376,0.057435306,0.853446099,10,0.202549824,15610.5,136.3306642,0.202549824,15560.6,124.3078437
3,64,A,WA'T.2.8,WA,T,2,8,4n,aphids,l,274.7126906,12429.6504,High,45.246,0.05195,14.89035,0.05116,14.90818,0.01783,1.783,0.348514464,0.018105326,2146.91125,118.5789861,3.04,44.55,40359.08167,75,40359.08167,22635.49168,75,7267.01563,4288.76221,.,47,0.491580186,0.039689395,-0.032558139,0.127450988,0.160009127,0.043773946,1.865401586,23,0.465864595,15046.30435,334.4817451,0.465864595,15794.52174,107.4109822
3,70,A,ID'W.3.6,ID,W,3,6,4n,.,h,342.7091538,15902.39015,High,46.402,0.04985,15.05613,0.04964,15.07751,0.02138,2.138,0.430701048,0.021470447,2075.52125,96.66874792,2.18,44.92,22439,76,22434.24302,10493.09776,75,1414.61633,1223.58765,.,61,0.638008327,0.060539412,-0.081081077,0.215859026,0.296940103,0.07658908,3.692904129,35,0.708924384,15839.6,104.7135412,0.708924384,15099.62857,443.4018549
3,71,D,ID'W.1.3,ID,W,1,3,4n,.,l,174.5138316,8339.317956,High,47.786,0.05176,14.89297,0.05123,14.91087,0.0179,1.79,0.349404646,0.018085184,2278.06,125.9627738,3.31,44.28,20191.9,77,20186.57139,11277.41418,76,727.47845,985.4223,.,56,0.585712562,0.138280772,-0.008264462,0.2734375,0.281701962,0.082633252,7.743723219,27,0.546884525,15766.44444,277.7098584,0.546884525,14301.59259,146.1995742
3,72,A,CO'V*W.2.3,CO,V,2,3,4n,aphids,l,54.79803591,2313.792268,Low,42.224,0.05095,14.98405,0.05125,15.00853,0.02448,2.448,0.477658537,0.024336702,3029.74,124.4926262,3.33,44.28,38925.8,69,38915.03284,15896.66374,67,1362.63428,0,.,34,0.355611199,0.031110471,.,.,.,0.048460323,.,17,0.344334701,15524,236.0570719,0.344334701,15417.76471,322.0563578
3,74,D,UT'V.3.3,UT,V,3,3,4n,aphids,h,22.60716002,900.2623264,Low,39.822,0.05289,14.93789,0.05112,14.96308,0.02519,2.519,0.492762128,0.026062189,3263.84,125.2327655,3.04,44.79,37531.6,49,37531.6,14899.40453,49,3836.31494,0,.,21,0.219642211,0.097433995,-0.039999999,0.213973805,0.253973804,0.051744239,8.097673058,11,0.222804806,15410.54545,292.8044224,0.222804806,15588.81818,236.8554673
3,80,A,UT'W*V.2.6,UT,W,2,6,4n,.,n,74.72393441,3187.87249,Low,42.662,0.0504,15.00588,0.05255,15.02975,0.02387,2.387,0.454234063,0.022893397,2681.3075,117.1214358,3.43,44.6,25616.9,61,25616.9,10731.83913,61,4388.54004,0,.,49,0.512498492,0.095108765,0.030927835,0.111111112,0.080183277,0.074796857,0.883814892,24,0.486119578,15913.125,52.74728469,0.486119578,15374.5,367.3542795
3,84,D,UT'W.2.10,UT,W,2,10,4n,aphids,h,200.7929279,7794.781462,High,38.82,0.05037,14.90099,0.04998,14.92364,0.02265,2.265,0.453181273,0.022826741,1951.18,85.47781858,3.81,43.96,21177.4,67,21172.44164,9347.656353,66,3409.96313,1046.64136,.,194,2.029075663,0.230239567,-0.024911031,-0.024911031,0,0.110091998,-0.024911031,99,2.005243258,14949.56566,458.3611157,2.005243258,15368.06061,425.5438307
4,91,A,ORT.2.3,OR,T,2,3,2n,beetle,l,1018.284219,67113.07631,High,65.908,0.05139,15.02226,0.05094,15.04023,0.01797,1.797,0.352767962,0.018128746,3332.82875,183.8422154,2.62,44.03,23811.5,70,23800.64503,13244.655,68,654.50812,704.96942,.,87,0.909946302,0.125852518,0.009433962,0.200000003,0.190566041,0.051279441,2.863141331,42,0.850709261,15417.7381,417.0646324,0.850709261,15328.71429,297.0524473
4,93,A,ID'W.3.8,ID,W,3,8,4n,aphids,l,275.8903866,14250.56614,High,51.653,0.05107,14.90408,0.05229,14.92577,0.02169,2.169,0.414802065,0.021183941,4434.74875,209.3448358,3.03,45.12,24598.6,64,24588.93192,11336.52924,63,314.3576,0,.,47,0.491580186,0.124792325,-0.044176705,0.185929641,0.230106346,0.070803965,7.253669002,26,0.526629542,15561.38462,202.4857216,0.526629542,15692.19231,147.763069
4,96,D,MT'W.3.10,MT,W,3,10,4n,.,l,71.02349377,3084.266241,Low,43.426,0.05253,14.88296,0.05265,14.90462,0.02166,2.166,0.411396011,0.021610632,2203.83125,101.9790259,3.36,45.15,29158.1,57,29158.06599,13461.71098,57,5810.55371,0,.,61,0.638008327,0.003937822,-0.029288704,0.176470593,0.205759296,0.021888901,2.762180836,32,0.648159437,15712.46875,63.77645744,0.648159437,15435.25,378.8652465
4,99,A,NM'T.2.6,NM,T,2,6,4n,aphids,n,74.27224377,3166.968475,Low,42.64,0.05137,14.89465,0.05049,14.91566,0.02101,2.101,0.416122004,0.021376187,2296.0975,107.4137993,2.53,44.96,25709.4,73,25709.42298,12236.75535,73,138.02971,0,.,54,0.564794257,0.03629515,-0.063063063,0.167464122,0.230527185,0.056264681,1.959938111,28,0.567139507,15653.35714,77.20067278,0.567139507,15320.14286,340.264363
4,100,D,WA'T.2.10,WA,T,2,10,4n,aphids,l,319.0660898,16365.53788,High,51.292,0.05063,14.84859,0.05118,14.86745,0.01886,1.886,0.368503322,0.018657323,3894.54875,208.7410243,3.73,45.21,44892.9,77,44892.85202,23803.20892,77,9592.58594,716.89722,.,37,0.386988657,0.035548988,-0.047120418,0.208333328,0.255453747,0.066036686,1.31531257,20,0.405099648,15439.8,286.3793987,0.405099648,15438.45,211.2359995
4,101,D,ID'W.1.8,ID,W,1,8,4n,aphids,l,194.3137791,8805.134586,High,45.314,0.04943,14.94709,0.04863,14.96904,0.02195,2.195,0.451367469,0.022311094,3666.33375,164.3278341,3.65,45.7,35972.5,81,35957.06936,16381.35278,79,2897.28101,1130.29883,.,15,0.156887294,0.007850305,-0.047058824,0.051162791,0.098221615,0.028968591,-0.117754577,7,0.141784877,15634.71429,50.67745141,0.141784877,15703.85714,20.09568946
4,102,D,IDV.5.8,ID,V,5,8,2n,aphids,n,626.9176693,26051.56375,High,41.555,0.05167,14.8515,0.05077,14.87662,0.02512,2.512,0.494780382,0.025565302,3106.725,121.5211523,2.48,47.15,31616.6,59,31610.03258,12583.6117,58,6327.12646,0,.,23,0.240560517,0.025872545,-0.020618556,0.091836736,0.112455292,0.028737783,0.595068544,13,0.263314771,15655.30769,39.59289877,0.263314771,15604.15385,90.19708861
4,103,D,UT'W.2.5,UT,W,2,5,4n,.,l,81.36170486,2275.93097,Low,27.973,0.04932,14.89426,0.05131,14.92018,0.02592,2.592,0.505164685,0.024914722,3454.1525,138.6390128,3.56,45.51,29197.4,76,29192.58915,11262.57297,75,2776.13477,1236.66028,.,33,0.345152046,0.010098359,-0.05319149,0.073359072,0.126550563,0.02990508,0.333245855,15,0.303824736,15596.46667,60.90196129,0.303824736,15369.2,276.3001267
4,105,D,UTT.1.2,UT,T,1,2,2n,.,l,51.90420986,2242.625195,Low,43.207,0.05046,14.94678,0.05127,14.97186,0.02508,2.508,0.489174956,0.024683768,3390.91375,137.3742336,4.16,45.94,29156.5,69,29156.45626,11625.38128,69,2711.15894,1014.24963,.,114,1.192343431,0.134986041,-0.031390134,0.252032518,0.283422653,0.072373662,15.38840868,63,1.276063891,15133.87302,316.039303,1.276063891,15303.11111,334.8764336
4,111,D,IDV.3.7,ID,V,3,7,2n,.,n,27.12797628,620.0912818,Low,22.858,0.05091,14.90013,0.05123,14.9244,0.02427,2.427,0.473745852,0.024118401,2757.21625,114.3200253,3.85,46.5,28142,52,28142,11595.38525,52,6390.06641,495.02097,.,16,0.167346446,0.03733185,-0.009615385,0.104072399,0.113687784,0.034295572,0.597309601,8,0.162039859,15007.875,46.88666522,0.162039859,15664.375,48.6824853
5,113,A,NM'T.1.9,NM,T,1,9,4n,aphids,l,228.4660681,11213.11462,High,49.08,0.04965,15.05861,0.0494,15.07678,0.01817,1.817,0.367813765,0.018261953,2570.1475,140.7378191,3.12,44.84,17904.8,78,17894.33952,9848.288123,76,1555.40234,1148.60242,.,45,0.470661881,0.076006523,-0.018348623,0.174468085,0.192816708,0.047870192,3.420293534,22,0.445609613,14728,242.3504225,0.445609613,15326.54545,169.2332246
5,120,D,IDV.2.7,ID,V,2,7,2n,aphids,m,200.1703009,11273.79152,High,56.321,0.5127,14.80885,0.0498,14.83088,0.02203,2.203,0.442369478,0.226802831,2331.71375,10.28079648,2.95,46.09,19629.5,64,19609.31809,8901.18842,62,2868.68726,0,DEAD,17,0.177805599,0.063902932,-0.21875,0.008849557,0.227599557,0.059446452,-1.086349844,8,0.162039859,15358.5,144.1700385,0.162039859,15532.25,134.5638789
5,121,D,CAV.2.10,CA,V,2,10,2n,aphids,h,342.5769949,17318.6374,High,50.554,0.05207,14.88749,0.04972,14.90798,0.02049,2.049,0.412107804,0.021458453,2807.5075,130.8345693,2.22,44.37,39367.3,68,39367.3,19212.93314,68,6812.8584,0,DEAD,42,0.439284422,0.036495109,-0.055214725,0.163179919,0.218394645,0.051283064,1.532794592,20,0.405099648,15258.45,417.0247565,0.405099648,15579.1,133.7852383
5,122,A,ORT.2.10,OR,T,2,10,2n,.,l,562.3967934,42891.19145,High,76.265,0.05075,14.91334,0.05164,14.93243,0.01909,1.909,0.369674671,0.01876099,2295.90875,122.3767406,3.28,42.81,34388.3,78,34388.3,18013.77685,78,2125.6936,2415.83203,.,189,1.976779898,0.100719046,-0.048275862,0.237288132,0.285563994,0.069136988,19.03589973,102,2.066008205,15301.86275,343.6051952,2.066008205,15166.06863,444.4729697
5,126,D,CA'V.3.6,CA,V,3,6,4n,aphids,m,802.3909811,36751.11172,High,45.802,0.05178,14.94184,0.0501,14.95603,0.01419,1.419,0.283233533,0.014665832,2074.345,141.4406597,2.99,45.83,18311.4,59,18311.4,12904.43975,59,4147.40088,519.38342,DEAD,50,0.522957645,0.080187925,0.006369427,0.173913047,0.16754362,0.038959622,4.009396233,27,0.546884525,15323.7037,422.1653893,0.546884525,15621.81481,133.4358042
5,128,D,CAV.1.9,CA,V,1,9,2n,.,m,155.6819353,2947.993126,Low,18.936,0.05014,14.87338,0.05084,14.89467,0.02129,2.129,0.418764752,0.020996865,7492.2775,356.828394,3.39,44.66,22366.8,66,22363.24527,10504.10769,65,2085.70435,0,.,32,0.334692893,0.030728602,-0.056179777,0.129533678,0.185713455,0.047847529,0.983315262,15,0.303824736,15636.93333,133.6455345,0.303824736,15746.66667,23.15359343
5,130,D,CAV.1.4,CA,V,1,4,2n,.,l,117.3967519,2213.75055,Low,18.857,0.04983,14.97583,0.05108,14.99639,0.02056,2.056,0.402505873,0.020056868,5010.4925,249.8143073,3.78,44.39,9403.3,64,9390.75445,4567.487573,62,733.86066,0,DEAD,17,0.177805599,0.038593607,-0.085470088,0.028806584,0.114276672,0.034279968,-0.656091311,9,0.182294842,15750,33.54930037,0.182294842,15649.77778,129.738864
5,131,A,CO'V*W.2.2,CO,V,2,2,4n,.,h,49.16476707,2313.792268,Low,47.062,0.05088,15.01725,0.05249,15.0389,0.02165,2.165,0.412459516,0.02098594,2213.67125,105.4835395,4.09,44.77,22773.8,64,22733.65239,10500.53228,63,1105.37207,0,.,31,0.32423374,0.052780344,-0.020408163,0.165289253,0.185697416,0.046200308,1.636190671,17,0.344334701,15515.76471,354.4765037,0.344334701,15755.52941,178.5230641
5,132,D,CA'V.4.4,CA,V,4,4,4n,.,l,142.7482613,3320.610054,Low,23.262,0.04955,14.96365,0.05023,14.98342,0.01977,1.977,0.393589488,0.019502359,1705.38625,87.44512585,2.13,42.57,28315.7,66,28298.18079,14313.69792,65,5643.85791,0,DEAD,39,0.407906963,0.007483046,-0.021978023,0.031007752,0.052985774,0.012926459,0.291838792,19,0.384844666,15716.68421,133.7330619,0.384844666,15450.84211,349.7461129
5,135,A,WA'W.1.6,WA,W,1,6,4n,aphids,h,778.1068517,34834.28754,High,44.768,0.05254,14.82257,0.05198,14.84192,0.01935,1.935,0.372258561,0.019558465,2320.5875,118.6487551,3.84,44.25,30943.2,67,30928.73495,15983.84235,65,5767.41504,0,.,59,0.617090021,0.139701459,-0.004219409,0.2360515,0.240270909,0.061586796,8.242386097,31,0.627904454,15290.03226,345.0513271,0.627904454,15175.77419,409.8166159
5,138,D,CO'W.1.8,CO,W,1,8,4n,.,m,242.4731714,11518.68801,High,47.505,0.05043,14.9159,0.04981,14.93855,0.02265,2.265,0.454727966,0.022931931,3033.67375,132.290373,3.92,44.14,39623.5,70,39605.47359,17485.8603,68,5535.26904,0,.,33,0.345152046,0.106140421,-0.011857707,0.192118227,0.203975935,0.05294393,3.502633885,21,0.42535463,15130.14286,266.189028,0.42535463,15304.95238,397.9708623
6,141,D,ORT.1.8,OR,T,1,8,2n,aphids,n,97.39295654,2554.325071,Low,26.227,0.05068,14.95325,0.05049,14.97133,0.01808,1.808,0.358090711,0.018148037,2379.60875,131.1220998,4.22,43.42,32909.6,76,32875.60972,18183.41246,75,2633.80029,0,.,101,1.056374443,0.161949164,-0.004524887,0.313807517,0.318332404,0.095793296,16.3568656,52,1.053259085,14728.86538,442.3780157,1.053259085,15367.34615,311.6390222
6,147,D,NVT*W.1.6,NV,T,1,6,2n,fly,m,50.5777014,1511.919228,Low,29.893,0.05099,14.84949,0.0505,14.87019,0.0207,2.07,0.40990099,0.020900851,2324.61625,111.2211266,2.85,42.13,31872.3,72,31867.36637,15394.86298,71,1377.98535,829.57611,DEAD,87,0.909946302,0.022497285,-0.003831418,0.055319149,0.059150567,0.014897504,1.957263797,45,0.911474208,15444.44444,357.9910958,0.911474208,15654.44444,188.2481289
6,150,D,NVV.2.9,NV,V,2,9,2n,aphids,l,37.54392724,1400.125678,Low,37.293,0.0514,14.88291,0.0492,14.90502,0.02211,2.211,0.449390244,0.023098659,2265.48125,98.078477,2.33,41.55,24827.8,58,24800.24712,11216.75582,57,4235.06787,0,.,19,0.198723905,0.073971033,-0.007518797,0.141630903,0.1491497,0.041825072,1.405449626,11,0.222804806,14965.09091,426.001164,0.222804806,15616.54545,133.729961
6,157,D,UT'W.2.6,UT,W,2,6,4n,aphids,h,926.4896548,39014.47936,High,42.11,0.04895,14.89804,0.05114,14.92089,0.02285,2.285,0.446812671,0.02187148,2868.31625,131.14413,3.9,44.57,38374.6,80,38369.20772,16791.77581,79,4771.49072,1258.23157,.,46,0.481121033,0.132268967,0.025210084,0.210526317,0.185316233,0.042197936,6.084372496,22,0.445609613,15147.09091,284.4603997,0.445609613,14891.18182,163.6503024
6,158,A,WA'T.2.1,WA,T,2,1,4n,aphids,l,727.7399379,39685.84204,High,54.533,0.04959,14.91891,0.0528,14.93797,0.01906,1.906,0.360984848,0.017901239,2226.63125,124.3842002,3.25,44.69,63069.4,78,63056.81655,33083.32453,76,3433.37549,6566.40527,.,45,0.470661881,0.101801824,-0.017142856,0.183098584,0.200241441,0.042203243,4.581082058,22,0.445609613,15222.13636,313.5477773,0.445609613,14750.04545,222.7680158
6,159,A,AZ'T.1.3,AZ,T,1,3,4n,.,h,88.98197433,4315.714737,Low,48.501,0.05115,14.95883,0.04985,14.98447,0.02564,2.564,0.514343029,0.026308646,6162.49875,234.2385376,3.59,45.55,27677,72,27660.47844,10788.01811,71,4236.33398,0,.,19,0.198723905,0.079176201,-0.020408163,0.145161286,0.165569449,0.045234478,1.504347826,10,0.202549824,15485.7,201.1735818,0.202549824,14361,159.6502427
6,164,A,NM'T.2.8,NM,T,2,8,4n,.,h,378.3749622,15932.99128,High,42.109,0.05089,14.93464,0.05095,14.95878,0.02414,2.414,0.473797841,0.024111572,3234.02625,134.1275564,2.81,44.87,22118.2,66,22118.2,9162.468931,66,403.83801,0,.,61,0.638008327,0.051188069,-0.109243698,0.178423241,0.287666939,0.073844836,3.122472235,33,0.668414419,15625.9697,102.6968132,0.668414419,14892.45455,430.8367539
6,165,A,MT'W.2.3,MT,W,2,3,4n,aphids,l,24.36669254,817.2832344,Low,33.541,0.05201,14.7456,0.05211,14.76694,0.02134,2.134,0.409518327,0.021299048,2075.64,97.45224217,3.89,45.46,48115.6,72,48106.62279,22542.93477,71,11632.3,762.55292,DEAD,38,0.39744781,0.01341925,-0.053763442,0.056994818,0.11075826,0.024171438,-0.509931513,19,0.384844666,15603.10526,140.4334998,0.384844666,14975.42105,510.4059598
6,166,A,MT'W.3.4,MT,W,3,4,4n,.,l,160.4735254,3074.030852,Low,19.156,0.05143,14.92764,0.05183,14.94945,0.02181,2.181,0.420798765,0.02164168,1973.58625,91.19376153,4.2,43.77,24680.1,70,24671.97841,11312.23219,69,4843.70654,0,.,28,0.292856281,0.082456476,-0.017857144,0.174089074,0.191946218,0.054885076,2.308781334,14,0.283569754,15685.35714,41.21131457,0.283569754,15567.21429,112.1880937
7,169,A,WA'T.2.9,WA,T,2,9,4n,.,l,108.1964482,2558.845999,Low,23.65,0.05121,14.87298,0.04928,14.89247,0.01949,1.949,0.39549513,0.020253306,3324.695,164.1556724,3.77,44.31,30618.7,69,30618.7,15709.95382,69,1997.1908,785.22571,.,50,0.522957645,0.113809571,-0.014354067,0.254385978,0.268740045,0.087157045,5.69047854,28,0.567139507,14811,102.3439579,0.567139507,15557.25,70.30475751
7,172,A,MTT.1.6,MT,T,1,6,2n,ant,l,64.28484742,2943.0246,Low,45.781,0.05146,14.84965,0.04977,14.86946,0.01981,1.981,0.398030942,0.020482672,2167.95625,105.843428,2.89,44.14,37680.7,85,37647.56256,19004.32234,82,230.45036,770.15387,.,79,0.826273079,0.044840186,-0.06849315,0.149122804,0.217615955,0.049516413,3.542374718,40,0.810199296,15291.275,380.1156395,0.810199296,15509.8,161.5696754
