ID,subspp,Season,Stts_QC,X_IDTM,Y_IDTM,AREA,UAS_Thermal,Variance_Plant_Temp,Tleaf,Photo,Trans,Cond,water_use_eff,PhiPS2
203,T4n,July,Living,2337989.856,1348746.793,0.49892185,-7.916542056,8.118610529,37.0465,4.138839677,0.000120663,0.002622337,34300.81862,0.224403275
204,T4n,July,Living,2337990.378,1348747.401,0.46976408,-6.441285008,7.403119818,99.4379,4.074032699,0.000575444,0.011866802,7079.807417,0.291136412
205,V2n,July,Living,2337991.048,1348748.273,0.27784945,-6.895933148,4.874616762,67.4994,3.936040518,0.000357599,0.00707954,11006.85549,0.222801431
208,T2n,July,Living,2337992.509,1348750.279,1.49991758,-10.61595839,7.055417536,89.1994,8.871654226,0.001827923,0.037814955,4853.406968,0.275523627
211,T4n,July,Living,2337994.365,1348752.423,1.35949411,-8.376977676,6.654294977,999.9,1.365947862,-1.38E-05,-0.000259979,-98981.72913,0.147799561
215,T2n,July,Living,2337996.505,1348755.122,1.02417525,-16.22552222,8.780312991,39.4792,5.309161768,0.001468313,0.030582298,3615.824261,0.235750801
216,W4n,July,Living,2337997.144,1348755.812,0.56611618,-11.81935661,6.765722951,35.6866,2.45885583,-0.001024611,-0.019778711,-2399.794488,0.296235246
218,T2n,July,Living,2337998.238,1348757.287,2.07056044,-8.91106183,9.625814208,35.5479,7.389588898,-0.000260924,-0.005355138,-28320.84783,0.296728042
225,T2n,July,Living,2338000.464,1348762.591,0.67631555,-16.37841893,4.900558977,33.3896,6.671065523,0.001844308,0.050004324,3617.110332,0.18950407
226,T2n,July,Living,2337999.974,1348761.789,1.71323674,-8.698393829,9.299681481,614.03,6.685861317,0.001827527,0.049153502,3658.419994,0.169549007
228,T4n,July,Living,2337998.818,1348760.356,0.50782427,-8.368275862,6.589991668,37.3061,7.475538485,0.001924945,0.050548227,3883.507573,0.127394352
229,T4n,July,Living,2337998.315,1348759.686,1.09430137,-12.30295665,5.456683742,32.9232,3.158702914,0.001008394,0.025278414,3132.409469,0.120855491
231,W4n,July,Living,2337997.244,1348758.452,0.37655738,-1.882396694,4.450689818,32.1186,2.048642749,0.000411701,0.009991154,4976.045113,0.101282602
232,W4n,July,Living,2337996.56,1348757.764,0.45504008,-10.53624573,9.005813554,32.0824,8.552249731,0.002265808,0.057704697,3774.481214,0.177241238
241,T2n,July,Living,2337990.928,1348750.75,0.69136945,-9.841960563,5.70809539,30.8299,8.581073715,0.003552794,0.096302224,2415.302918,0.182689835
242,T2n,July,Living,2337990.626,1348750.278,0.37087387,-15.94141372,3.030140286,30.499,6.317155723,0.001375465,0.034552628,4592.741889,0.175640906
246,T2n,July,Living,2337988.563,1348747.858,0.93096809,-6.735077309,7.239550923,35.4085,8.242459013,0.002330798,0.060088797,3536.324904,0.201303609
248,NA,July,NA,NA,NA,NA,NA,NA,42.6512,3.970836366,0.00104796,0.02551619,3789.110621,0.112650916
252,W4n,July,Living,2337985.219,1348743.58,0.43453318,-3.702692998,3.553831677,31.7409,3.038804319,0.001445363,0.03564253,2102.450609,0.126667034
255,W4n,July,Living,2337985.864,1348746.569,1.06247645,-9.423619048,5.852194466,31.2281,8.514743813,0.002105506,0.053312268,4044.036832,0.130620042
257,T2n,July,Living,2337987.029,1348748.036,0.54852157,-12.28309879,9.849712546,31.267,8.659311925,0.00257122,0.065059884,3367.783358,0.160810111
258,T4n,July,Living,2337987.464,1348748.601,0.38647417,-6.922419355,9.335166624,31.445,4.955991904,0.001165772,0.027939452,4251.253164,0.159084961
260,T4n,July,Living,2337988.698,1348750.265,0.7535896,-8.660590368,4.952591095,33.1195,3.325717727,0.00087726,0.020780027,3791.028574,0.19013611
262,W4n,July,Living,2337989.908,1348751.592,1.24987201,-17.28978525,4.995171784,31.4524,9.121074662,0.003231711,0.081703521,2822.367056,0.177730534
263,T2n,July,Living,2337990.514,1348752.315,1.08476629,-8.464301075,6.399564174,36.7955,9.867565004,0.003260665,0.077601335,3026.243114,0.189763405
264,T2n,July,Living,2337991.002,1348753.025,0.91568755,-1.546100255,2.701867695,33.5914,4.198533349,0.001358093,0.029658676,3091.491782,0.15673923
268,T4n,July,Living,2337993.226,1348755.871,0.72494545,-13.62776824,5.071158618,33.9916,13.75731828,0.003848673,0.088005402,3574.561487,0.194065231
269,T2n,July,Living,2337993.88,1348756.662,2.38574086,-12.6737292,8.137667637,34.0103,9.135101443,0.00234317,0.051968534,3898.608058,0.244134765
271,W4n,July,Living,2337995.05,1348757.988,0.6140544,-5.250553083,7.292867865,63.2682,5.978791905,0.001684866,0.034841885,3548.526651,0.209368651
272,W4n,July,Living,2337995.518,1348758.694,0.42249384,-12.76084637,8.221050108,424.915,5.961037649,0.002216139,0.045030748,2689.830218,0.224218099
273,T2n,July,Living,2337996.036,1348759.521,1.94951846,-12.95692737,7.402146903,34.8723,6.985445478,0.002390131,0.047625434,2922.620341,0.259988318
274,T2n,July,Living,2337996.803,1348760.278,0.24721382,-5.506624606,8.320618845,44.2993,7.138231722,0.003570413,0.0738025,1999.273396,0.19751106
275,T4n,July,Living,2337997.172,1348760.869,0.44733006,-14.69022609,7.607629027,43.2932,9.44326729,0.003243503,0.064474231,2911.440899,0.182798118
276,T2n,July,Living,2337997.746,1348761.607,0.94499884,-12.01602633,11.41001115,999.9,11.35725194,0.0042395,0.085386113,2678.913065,0.214215798
304,T2n,August,Living,2337984.878,1348747.509,2.25937553,-15.87171103,9.873779775,41.17975616,-0.418296763,0.000361594,0.005046082,-1156.814408,0.642
309,V2n,August,Living,2337983.482,1348748.721,0.09933472,-1.114631579,0.37769697,41.12687301,7.221487895,0.008037362,0.118263439,898.4898521,0.698
319,T4n,August,Living,2337989.167,1348755.565,0.27132949,-5.257696268,10.37469664,41.20502854,0.282608635,-1.20E-06,-1.77E-05,-235531.4035,0.431
328,T2n,August,Living,2337994.349,1348762.205,1.755196,-11.90665212,8.433537382,39.38797633,0.220016347,-0.000407127,-0.006540917,-540.4120745,0.741
331,W4n,August,Living,2337996.167,1348764.204,0.71010806,-10.3596809,3.174627961,38.76506805,-1.072869696,-0.001485367,-0.024824359,722.2928321,0.53
334,T4n,August,Living,2337995.909,1348766.8,0.82838552,-13.31443697,5.150977753,38.29734167,1.650377626,0.000223581,0.003942101,7381.564738,0.471
345,T2n,August,Living,2337989.824,1348758.939,0.48519285,-7.078487455,3.914481831,37.87554423,0.830952676,-0.000595655,-0.010808535,-1395.023422,0.521
347,W4n,August,Living,2337988.657,1348757.495,1.01186783,-11.09816143,10.23855722,37.98407237,0.12517101,-0.000159361,-0.002883969,-785.4573692,0.625
348,T4n,August,Living,2337988.164,1348756.836,0.50660949,-11.02661623,9.782388846,37.71237182,1.586099203,-0.000269066,-0.004978242,-5894.840553,0.535
350,T4n,August,Living,2337986.924,1348755.36,0.92948633,-14.67614579,6.092085802,37.18180593,-0.757267374,0.000462539,0.009035592,-1637.195628,0.719
352,T2n,August,Living,2337985.868,1348754.015,0.48633059,-9.060099857,6.92916957,37.17347844,-1.675695131,0.000145229,0.002834821,-11538.26911,0.686
355,W4n,August,Living,2337984.163,1348751.669,0.26487994,-11.41352632,6.687669568,37.02048238,-0.518691211,0.000333266,0.006606689,-1556.386467,0.538
356,W4n,August,Living,2337983.512,1348751.155,0.32617651,-12.99672377,9.404802563,37.58305359,2.06347337,-0.000738625,-0.013977293,-2793.668466,0.52
357,W4n,August,Living,2337983.016,1348750.468,0.52846045,-11.10025607,9.785814751,37.40148926,2.393223569,0.000167503,0.003254369,14287.67444,0.625
359,T2n,August,Living,2337981.728,1348748.961,1.33908419,-14.97383576,8.969900616,37.14481227,3.322701629,0.000424486,0.008481557,7827.594404,0.681
362,NA,August,NA,NA,NA,NA,NA,NA,37.29724375,0.428618042,0.000885929,0.017646765,483.8061298,0.612
365,NA,August,NA,NA,NA,NA,NA,NA,36.86222585,3.431473988,0.001952238,0.040949638,1757.712937,0.674
370,T4n,August,Living,2337985.209,1348755.491,0.69546664,-9.907274549,8.010075675,36.85850143,0.44843042,-0.000428256,-0.008731165,-1047.108318,0.57
379,V4n,August,Living,2337990.45,1348761.961,0.43923824,-12.13370955,6.655685665,37.47488531,2.895875574,0.000615573,0.012139002,4704.355139,0.437
380,NA,August,NA,NA,NA,NA,NA,NA,38.37093607,4.237704424,0.000947648,0.017865737,4471.814339,0.608
387,W4n,August,Living,2337994.921,1348767.613,0.44276991,-8.553937008,12.12350158,39.12331518,1.390163212,-0.000682699,-0.012101942,-2036.275447,0.455
403,V4n,August,Recent,2337985.324,1348758.028,0.13755961,-5.255316456,3.874115502,40.54108683,2.697811167,0.000915372,0.01514582,2947.228214,0.514
407,T2n,August,Living,2337982.973,1348755.223,0.89858572,-7.602599768,4.401905062,40.31464513,5.111795356,0.002188411,0.037242899,2335.847954,0.704
414,V4n,August,Living,2337979.099,1348750.223,0.39667571,-6.317190227,4.519873129,41.25595093,0.664653743,0.000987412,0.015491008,673.1268393,0.599
415,T2n,August,Living,2337977.84,1348751.197,0.95938749,-13.06093301,5.140693351,41.58309428,0.412789618,-0.000328442,-0.004970314,-1256.812578,0.592
418,W4n,August,Living,2337979.498,1348753.384,1.30442522,-11.49010163,7.401741716,41.3177592,1.487575696,0.000398455,0.006199876,3733.356216,0.596
423,T4n,August,Living,2337982.336,1348756.927,1.98086637,-12.78243641,7.05342011,42.28320821,2.329526999,0.001224352,0.017756439,1902.661162,0.639
435,W4n,August,Living,2337989.391,1348765.468,0.54071797,-5.216897881,4.583637662,41.94258626,1.61484174,-0.001545917,-0.022590582,-1044.584795,0.691
438,W4n,August,Living,2337991.114,1348767.756,0.36648031,-7.206571429,2.16526673,42.08477402,0.716046131,-0.000505472,-0.007439315,-1416.590045,0.714
445,W4n,August,Living,2337989.837,1348768.529,0.8953003,-12.99215781,5.056096386,42.77539953,1.874325783,0.000724009,0.010345969,2588.815586,0.723
446,T2n,August,Living,2337989.157,1348767.855,1.73839534,-13.1735323,3.727452813,42.7656072,-0.435649761,-6.71E-05,-0.000955434,6489.646616,0.563
457,T2n,August,Living,2337982.955,1348760.034,0.35494881,-11.65066667,5.306186939,42.71648916,-0.892266533,-0.000586521,-0.008319635,1521.287456,0.696
462,W4n,August,Living,2337980.159,1348756.571,0.16692805,-12.85304802,3.813767259,42.02761332,-1.452866459,-0.001384999,-0.020564606,1049.001811,0.544
466,T2n,August,Living,2337977.937,1348753.642,1.27154222,-12.33468271,9.84635328,42.13090133,2.72752251,0.000707259,0.010572379,3856.467326,0.702
468,T4n,August,Living,2337976.635,1348752.174,0.90560605,-14.21618098,5.937401823,42.18262863,0.517271524,-1.10E-05,-0.00016291,-47034.80364,0.641
