"Garden Plant ID","C002","C003","C006","C007","C008","C010","C012","C013","C014","C016","C018","C019","C020","C021","C022","C025","C026","C028","C029","C030","C031","C032","C033","C034","C035","C037","C038","C039","C040","C041","C042","C043","C044","C045","C046","C048","C049","C050","C051","C052","C053","C054","C055","C057","C063","C065","C067","C068","C069"
193,23.28830927,23.28830927,23.28830927,23.28830927,23.28830927,23.28830927,12428.6912,16984.11737,103098.9287,23.28830927,23.28830927,17681.55566,23.28830927,23.28830927,11894.41081,89836.42292,23.28830927,61487.09828,23.28830927,23.28830927,26785.74755,23.28830927,23.28830927,23.28830927,23.28830927,8791.709362,23.28830927,70869.16628,23.28830927,23.28830927,23.28830927,23.28830927,607790.1258,23.28830927,23.28830927,23.28830927,8658.26735,23.28830927,23.28830927,23.28830927,23.28830927,23.28830927,23.28830927,23.28830927,23.28830927,4557.661854,9114.438752,19347.13554,24110.66605
195,153904.1903,200006.8516,28.31257078,28.31257078,28.31257078,41300.2265,28.31257078,42630.57758,28.31257078,36390.14723,28.31257078,68274.57531,28.31257078,28.31257078,105771.4609,21784.99434,28.31257078,28.31257078,41152.15176,31297.16874,16455.66251,28.31257078,28.31257078,10964.77916,12467.78029,28.31257078,12587.82559,261013.3635,40649.15062,15428.53907,5574.178935,28.31257078,74608.0974,15083.18233,28.31257078,28.31257078,24413.98641,28.31257078,28.31257078,28.31257078,15084.31484,3319.422424,28.31257078,6550.509626,28.31257078,20131.5402,28.31257078,28.31257078,28.31257078
205,46973.72165,96615.87372,22.23210316,22.23210316,22.23210316,114133.0814,31808.62606,66698.755,22.23210316,139080.747,22.23210316,22.23210316,12475.05558,22.23210316,457410.2712,15991.72966,108199.5554,5056.691863,6630.013339,22.23210316,5652.423299,4493.108048,22.23210316,22.23210316,22.23210316,22.23210316,66289.01734,298971.7652,22.23210316,6085.060027,14194.57537,22.23210316,22236.46065,35164.82881,3736.860827,22.23210316,9462.027568,4745.175634,9643.663851,22.23210316,22.23210316,7686.082703,22.23210316,3836.68297,7670.120053,48362.16096,6819.164073,27744.15296,3078.079146
209,20930.65452,56480.57167,20.71251036,20.71251036,20.71251036,62861.01906,9320.04971,67410.72908,20.71251036,27543.74482,6459.942005,10864.87158,6648.757249,20.71251036,230894.5733,212648.1773,16667.60563,20.71251036,17617.39851,18847.76305,9320.54681,7521.209611,20.71251036,20.71251036,20.71251036,20.71251036,7839.68517,209896.686,5246.644573,10510.81193,4072.908036,20.71251036,18105.42668,8137.738194,7738.111019,20.71251036,20.71251036,20.71251036,6039.312345,20.71251036,20.71251036,5966.735708,20.71251036,4483.968517,7172.576636,14775.51781,8279.03894,5647.887324,20.71251036
212,48360.20025,42920.65081,20.85940759,20.85940759,20.85940759,28870.83855,8491.322486,72307.46767,74531.37255,158027.4093,20.85940759,20.85940759,20.85940759,20.85940759,96341.30163,36735.41927,51424.57238,18874.25949,6422.90363,20.85940759,20.85940759,20.85940759,20.85940759,9858.281185,20.85940759,20.85940759,24082.51982,194105.9658,6637.67209,20.85940759,20.85940759,4442.219441,20.85940759,4963.621193,20.85940759,20.85940759,20.85940759,2543.220693,9673.717146,20.85940759,20.85940759,3830.579892,20.85940759,20.85940759,20.85940759,6490.905298,20.85940759,3092.532332,5154.443054
213,11272.97812,59052.80685,23.78686965,23.78686965,23.78686965,25195.19505,23.78686965,23096.28925,23.78686965,82422.59753,23.78686965,23.78686965,23.78686965,23.78686965,110810.6089,23.78686965,13382.11227,23.78686965,23.78686965,23.78686965,23.78686965,23.78686965,23.78686965,23.78686965,23.78686965,23.78686965,37256.08944,116780.0666,23.78686965,23.78686965,23.78686965,23.78686965,23.78686965,9489.05804,23.78686965,23.78686965,27183.63463,23.78686965,23.78686965,4235.394862,23.78686965,23.78686965,4709.372027,6879.923882,3460.085633,23.78686965,23.78686965,5247.573739,23.78686965
216,9580.617217,58764.59123,27.07092583,27.07092583,27.07092583,27.07092583,27.07092583,25970.27612,27.07092583,25751.97618,27.07092583,40201.6784,27.07092583,27.07092583,75523.98484,16355.60368,27.07092583,27.07092583,4099.566865,27.07092583,87966.26963,27.07092583,27.07092583,27.07092583,27.07092583,27.07092583,11064.04981,90382.24147,27.07092583,27.07092583,27.07092583,27.07092583,87827.34164,5702.977802,9767.24418,27.07092583,23647.75311,27.07092583,27.07092583,27.07092583,27.07092583,27.07092583,27.07092583,6861.39686,4989.442339,17915.59285,27.07092583,10276.28587,27.07092583
217,37060.387,40851.98978,18.25483753,18.25483753,18.25483753,67958.56152,7191.712304,23065.71742,18.25483753,76105.73202,18.25483753,18.25483753,18.25483753,18.25483753,40172.65425,6554.034319,6152.245345,7235.523914,6483.315078,18.25483753,18.25483753,18.25483753,18.25483753,18.25483753,18.25483753,18.25483753,13813.61811,78443.84812,18.25483753,8111.683096,18.25483753,18.25483753,6551.66119,3434.757211,18.25483753,18.25483753,7709.602045,18.25483753,3600.985761,18.25483753,18.25483753,4493.610807,18.25483753,18.25483753,18.25483753,18.25483753,3231.47134,18.25483753,18.25483753
220,51294.84716,21.83406114,21.83406114,21.83406114,21.83406114,86372.96943,98214.14847,133284.8908,21.83406114,41888.25328,21.83406114,50325.10917,10455.63319,10964.84716,552324.5415,21.83406114,20801.48472,11301.31004,21.83406114,21.83406114,66759.82533,21.83406114,21.83406114,21.83406114,21.83406114,21.83406114,21.83406114,483968.0349,21.83406114,21.83406114,7708.253275,21.83406114,39093.88646,46038.60262,21.83406114,21.83406114,31659.56332,21.83406114,21.83406114,21.83406114,21.83406114,21.83406114,21.83406114,6512.79476,21.83406114,15005.8952,21.83406114,6865.982533,21.83406114
224,19632.49438,21303.68539,22.47191011,22.47191011,22.47191011,22.47191011,22.47191011,22.47191011,49310.38202,29779.2809,22.47191011,23117.07865,22.47191011,22.47191011,45398.74157,57319.01124,22.47191011,22126.42697,22.47191011,22.47191011,98177.75281,22.47191011,22.47191011,22.47191011,22.47191011,22.47191011,10964.40449,22.47191011,22.47191011,22.47191011,3671.05618,22.47191011,88050.78652,22.47191011,13512.49438,22.47191011,22.47191011,22.47191011,2586.921348,22.47191011,22.47191011,3473.303371,22.47191011,4094.831461,22.47191011,4394.876404,22.47191011,4431.101124,4293.797753
230,27.9173646,178011.0553,27.9173646,27.9173646,27.9173646,24223.17141,27.9173646,10848.52038,27.9173646,28697.65494,27.9173646,66863.8191,27.9173646,27.9173646,39509.38023,152319.7655,10968.11837,29562.98157,18963.37242,27.9173646,73889.00056,27.9173646,27.9173646,7254.885539,12489.33557,27.9173646,10911.83696,60333.33333,27.9173646,10345.5053,27.9173646,27.9173646,68486.76717,8943.495254,27.9173646,27.9173646,29932.21664,27.9173646,4481.797878,27.9173646,7764.433277,5569.960916,27.9173646,27.9173646,27.9173646,8947.571189,27.9173646,27.9173646,27.9173646
233,47217.14437,174312.4735,40500.79618,26.53927813,26.53927813,49051.96391,26.53927813,28203.7155,17838.3758,109483.7049,26.53927813,12085.35032,26.53927813,26.53927813,20294.32059,273203.397,127468.4183,47729.56476,16500.15924,16062.79193,9447.133758,5417.622081,26.53927813,26.53927813,14498.93843,26.53927813,109606.3694,4370.647558,42469.58599,26.53927813,26.53927813,26.53927813,30967.83439,4165.552017,26.53927813,26.53927813,27705.25478,9030.944798,24794.21444,26.53927813,26.53927813,10046.01911,26.53927813,7165.07431,26.53927813,17750,26.53927813,26.53927813,26.53927813
235,8487.363495,89594.64379,26786.79147,26.00104004,26.00104004,119996.6199,26.00104004,26.00104004,26.00104004,191229.5892,26.00104004,11733.07332,26.00104004,26.00104004,10766.97868,227902.8601,50651.63807,13720.38482,29138.53354,24446.07384,6336.037441,6222.672907,26.00104004,26.00104004,26.00104004,26.00104004,78403.64015,36243.99376,26.00104004,10061.15445,4562.038482,10028.80915,26.00104004,26.00104004,26.00104004,26.00104004,13967.29069,4875.039002,13183.46334,26.00104004,26.00104004,26.00104004,4557.098284,5612.480499,26.00104004,9252.834113,26.00104004,4949.765991,26.00104004
236,22.03613927,76226.88409,29751.38828,12287.08682,22.03613927,38735.34597,22.03613927,11192.11106,22.03613927,278791.5822,22.03613927,22.03613927,8361.745262,22.03613927,241425.8704,19166.06435,77677.52314,4759.982371,6102.247686,22.03613927,22.03613927,5092.419568,22.03613927,22.03613927,22.03613927,22.03613927,137389.9515,10934.90524,22.03613927,12173.42442,22.03613927,4181.357426,22.03613927,22093.56545,22.03613927,4519.964742,13372.89555,5071.837814,16711.81137,4723.40238,22.03613927,9874.0855,22.03613927,4637.373292,22.03613927,6406.170119,5315.910093,6693.741736,22.03613927
245,21369.57494,71902.46085,18.64280388,18.64280388,18.64280388,58434.63833,15863.64653,94111.18568,28735.64504,194864.6905,18.64280388,18.64280388,18.64280388,18.64280388,29650.82028,83436.91275,69996.15958,48059.09769,12647.09172,11386.05518,18.64280388,4789.038031,18.64280388,18.64280388,7463.348248,18.64280388,54885.04847,250706.003,18.64280388,7760.178971,3506.413125,18.64280388,21905.48098,2542.878449,18.64280388,18.64280388,3887.211037,3279.231916,5896.457867,18.64280388,18.64280388,4999.962714,18.64280388,10905.85384,18.64280388,26099.62714,18.64280388,5425.988069,7992.431022
248,79517.49871,234231.4977,45979.00154,22151.3124,25.73340196,23809.77869,10958.67216,21731.18888,25.73340196,27086.9789,25.73340196,50999.48533,18645.44519,25.73340196,35411.83736,401418.5795,19665.25991,25.73340196,22373.70046,20008.18322,90511.73443,25.73340196,25.73340196,10934.84303,7198.455996,9479.516212,15511.27123,290587.7509,83018.16778,25302.47041,9891.353577,7734.019557,154841.2764,10906.48482,25.73340196,25.73340196,25.73340196,4249.305198,24446.01132,4278.126608,9416.829645,16506.17602,25.73340196,7646.783325,7204.014411,19336.9017,25.73340196,5089.140504,25.73340196
261,46070.99237,27060.45075,18.17520901,18.17520901,18.17520901,12429.26209,18.17520901,15782.15194,109097.0193,56248.05525,18.17520901,69824.13668,18.17520901,18.17520901,52928.24427,78506.76118,18.17520901,57168.41149,3161.868411,18.17520901,66988.51327,18.17520901,18.17520901,18.17520901,18.17520901,18.17520901,19754.59833,77096.83751,18.17520901,18.17520901,18.17520901,18.17520901,99197.09197,4425.663395,6025.590694,18.17520901,14859.68739,18.17520901,18.17520901,18.17520901,18.17520901,18.17520901,18.17520901,18.17520901,18.17520901,4867.284624,18.17520901,4702.362777,6822.064704
262,63289.47368,210727.2134,22862.1787,10065.44268,20.3998368,99764.99388,20.3998368,20697.42962,20.3998368,131813.1375,20.3998368,22949.08201,20.3998368,20.3998368,64903.71277,236524.9694,26973.96981,4720.603835,48896.36883,40561.11791,14536.31171,20.3998368,20.3998368,8813.504692,8922.113423,20.3998368,41445.04284,3657.44594,32121.62383,14235.49572,20.3998368,20.3998368,53788.29049,5569.889841,6830.640555,20.3998368,19800.408,3136.923705,10568.62505,20.3998368,4589.188086,5945.246838,20.3998368,4542.186863,3724.643003,31556.91554,7526.519788,9955.446756,20.3998368
265,35432.77217,28.05836139,28.05836139,28.05836139,28.05836139,28017.39618,18429.46128,60775.64534,28.05836139,88738.55219,6600.617284,28.05836139,9158.698092,28.05836139,319742.2559,6987.654321,53545.6229,28.05836139,7450.112233,6215.263749,28.05836139,10526.99214,28.05836139,28.05836139,28.05836139,28.05836139,13550,269450.2806,28.05836139,7463.01908,12047.19416,28.05836139,18544.94949,25786.86869,12364.70258,28.05836139,28.05836139,28.05836139,28.05836139,28.05836139,28.05836139,28.05836139,28.05836139,7173.62514,28.05836139,34866.94725,28.05836139,21054.15264,28.05836139
266,7725.481978,45760.1425,20.95557418,20.95557418,20.95557418,44706.20285,16948.28164,83252.30511,20.95557418,316610.9807,4757.334451,20.95557418,5519.446773,20.95557418,215889.7318,5547.946354,36444.21626,20.95557418,15131.34954,14595.0964,20.95557418,3824.937133,20.95557418,20.95557418,17051.55071,20.95557418,32245.01257,316134.1995,20.95557418,5212.4057,3074.518022,20.95557418,10458.38223,19440.90528,4773.470243,20.95557418,23223.6798,6049.329422,8323.093043,20.95557418,20.95557418,3828.499581,20.95557418,6236.588433,5950.419111,4898.742666,20.95557418,20.95557418,20.95557418
268,19108.1982,128033.9189,28506.57658,12635.27027,22.52252252,36698.46847,13394.81982,70954.90991,22.52252252,322936.5766,22.52252252,22.52252252,8422.612613,22.52252252,264612.7477,20918.73874,111788.1532,7212.027027,9573.288288,22.52252252,22.52252252,5437.882883,22.52252252,22.52252252,22.52252252,22.52252252,135994.3243,345645.8559,22.52252252,17225.63063,7891.036036,5597.072072,11486.84685,21873.91892,22.52252252,22.52252252,22286.26126,6916.846847,28401.48649,4413.828829,22.52252252,17105.22523,22.52252252,9902.567568,6377.657658,20950.72072,11788.6036,8308.558559,22.52252252
269,284007.2,198242.56,36795.57333,14669.97333,26.66666667,55149.22667,26.66666667,35886.82667,26.66666667,39327.73333,26.66666667,27396.10667,26.66666667,26.66666667,99245.22667,337821.5467,15940,26.66666667,30533.70667,21516.64,12226.29333,26.66666667,7521.76,13231.36,26.66666667,26.66666667,15301.06667,4652.533333,82283.89333,17606.56,4544.906667,26.66666667,22943.52,11078.72,26.66666667,26.66666667,10009.01333,3516.96,11374.56,26.66666667,8620.853333,12093.17333,26.66666667,3625.493333,26.66666667,6408.64,26.66666667,26.66666667,26.66666667
271,21824.78898,72940.55975,22.21235007,22.21235007,22.21235007,23911.90582,22.21235007,22.21235007,23942.38116,90335.89516,22.21235007,23738.33852,22.21235007,22.21235007,82505.24211,35157.39671,22.21235007,19943.93603,3262.594402,22.21235007,64577.74323,22.21235007,22.21235007,22.21235007,22.21235007,22.21235007,31933.18525,23094.09151,22.21235007,8379.564638,22.21235007,22.21235007,81872.81208,6899.777876,4370.057752,22.21235007,20900.75522,4176.232785,22.21235007,22.21235007,22.21235007,22.21235007,22.21235007,22.21235007,3038.916037,9795.601955,22.21235007,4851.754776,22.21235007
273,15213.33333,216710.3483,38323.28358,18173.33333,10807.56219,36423.08458,24.87562189,14895.42289,24.87562189,32054.02985,24.87562189,38725.72139,24.87562189,24.87562189,24.87562189,284921.2935,9172.338308,24.87562189,39082.28856,24888.75622,21891.49254,24.87562189,24.87562189,15360.39801,11910.29851,9480.895522,7810.447761,5458.557214,72723.28358,19321.34328,24.87562189,5325.671642,121293.2338,24.87562189,24.87562189,24.87562189,12379.05473,4809.154229,16091.99005,24.87562189,7670.646766,11000.44776,24.87562189,5480.995025,24.87562189,9551.293532,24.87562189,24.87562189,24.87562189
281,32050.42293,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,7145.911654,23.4962406,136987.1711,5085.949248,23.4962406,7343.515038,35274.3891,53031.39098,23.4962406,22998.7312,23.4962406,23.4962406,23.4962406,23.4962406,239255.0282,23.4962406,23.4962406,57742.71617,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,6995.488722,26121.33459,23.4962406,23.4962406,18386.8891,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,23.4962406,4419.642857,23.4962406,5490.413534,23.4962406,9582.941729,23.4962406
282,48360.3972,124439.3107,25213.49299,29.20560748,29.20560748,26567.05607,11570.38551,97056.07477,29.20560748,228056.4836,29.20560748,29.20560748,8755.490654,29.20560748,271337.7921,27177.33645,158234.8715,6144.801402,8042.698598,29.20560748,29.20560748,29.20560748,29.20560748,29.20560748,8212.149533,29.20560748,127043.8668,419612.0911,29.20560748,18145.91121,4671.728972,29.20560748,18060.04673,23259.63785,29.20560748,29.20560748,13352.92056,7177.39486,22921.3785,29.20560748,29.20560748,12707.12617,29.20560748,6364.310748,13384.05374,39001.10981,57754.55607,14733.3528,29.20560748
287,6950.024498,94700.049,27756.58991,12499.85301,24.4977952,27967.61391,7869.573738,119304.6546,24.4977952,337215.6786,24.4977952,24.4977952,24.4977952,24.4977952,109914.5517,20690.69084,63893.53258,5785.399314,7185.840274,24.4977952,24.4977952,5515.139637,24.4977952,24.4977952,24.4977952,24.4977952,142577.364,423399.804,24.4977952,7976.237139,24.4977952,24.4977952,7636.060755,9090.298873,24.4977952,5019.304263,20996.27634,6367.417932,26549.68153,4485.203332,24.4977952,12585.5463,24.4977952,5470.161685,10761.53846,17491.32778,8719.696227,7531.847134,24.4977952
290,38261.36364,21.44082333,21.44082333,21.44082333,21.44082333,35048.07033,27858.79074,160137.1355,21.44082333,43958.44768,7133.747856,21.44082333,12220.36878,21.44082333,345414.9657,21.44082333,32930.53173,8122.770154,21.44082333,21.44082333,5077.272727,5632.675815,21.44082333,21.44082333,21.44082333,21.44082333,6423.198971,549894.6827,21.44082333,21.44082333,6538.893654,21.44082333,42334.39108,26220.45455,15113.80789,21.44082333,21.44082333,21.44082333,21.44082333,21.44082333,21.44082333,21.44082333,2776.372213,6607.246998,14150.81475,41717.40995,5241.852487,15893.39623,21.44082333
293,39994.54879,49035.31837,22.90426019,22.90426019,22.90426019,48178.14934,21693.12872,46504.35181,22.90426019,71277.9661,22.90426019,7853.687586,5989.601466,22.90426019,222138.5708,117093.1745,24076.45442,22.90426019,13647.54924,10639.71599,6868.621164,22.90426019,22.90426019,22.90426019,5716.216216,22.90426019,18910.03207,225957.5355,22.90426019,12773.75172,4977.416399,3138.204306,17351.76363,17292.4874,7712.368301,22.90426019,20621.25515,22.90426019,22.90426019,22.90426019,22.90426019,22.90426019,22.90426019,3204.489235,4915.208429,52431.47045,5751.855245,23716.49107,22.90426019
294,82577.14532,215751.574,35539.84476,13497.0677,21.56101768,21.56101768,21.56101768,15953.98879,21.56101768,6991.893057,21.56101768,24766.01984,21.56101768,21.56101768,85789.21949,102118.4994,8311.556705,7306.209573,6763.648124,21.56101768,11974.42863,21.56101768,21.56101768,21.56101768,21.56101768,7189.219491,3911.944804,64961.70763,36037.73178,7200.905563,21.56101768,21.56101768,128242.6046,8929.969815,21.56101768,21.56101768,21982.31997,21.56101768,5923.199655,4153.16947,9208.279431,3751.2721,21.56101768,5525.269513,6162.052609,3800.129366,21.56101768,21.56101768,21.56101768
296,16502.13136,30235.27621,21.74858634,21.74858634,21.74858634,7088.560244,13931.36146,72569.46498,13963.0709,81182.47064,21.74858634,21.74858634,5324.445411,21.74858634,161107.2205,17275.81557,17928.53415,11599.21705,21.74858634,21.74858634,21.74858634,21.74858634,21.74858634,21.74858634,21.74858634,21.74858634,33791.47455,342510.7003,21.74858634,5144.14963,8130.795998,21.74858634,7831.926925,13106.78556,21.74858634,21.74858634,13978.90387,21.74858634,21.74858634,21.74858634,21.74858634,21.74858634,21.74858634,3367.116137,3646.759461,17092.77947,21.74858634,20326.1418,21.74858634
300,26278.0744,73434.31072,21.88183807,21.88183807,21.88183807,16945.55799,21.88183807,8433.041575,4014.704595,117055.6674,21.88183807,7279.868709,21.88183807,21.88183807,29962.8884,79046.52079,5051.291028,32293.78556,12457.76805,21.88183807,21.88183807,21.88183807,21.88183807,21.88183807,21.88183807,21.88183807,43424.63895,6030.634573,21.88183807,9939.956236,21.88183807,7110.722101,21.88183807,3624.945295,21.88183807,21.88183807,27820,4318.424508,3819.5186,21.88183807,21.88183807,21.88183807,4740.4814,21.88183807,12153.78556,20533.1291,21.88183807,22656.71772,21.88183807
304,21975.39757,180914.8269,25034.28438,12416.69785,23.38634238,76182.50702,23.38634238,31273.85407,23.38634238,285057.0627,23.38634238,17709.02713,23.38634238,23.38634238,113151.4967,101965.2479,21988.40037,23.38634238,20417.02526,23.38634238,6605.425631,5636.810103,23.38634238,5521.468662,10011.69317,23.38634238,88415.99626,210614.7334,54672.31057,11309.72872,5640.832554,22741.4406,23.38634238,11283.62956,23.38634238,23.38634238,24239.28906,11762.6754,25569.31712,23.38634238,23.38634238,14628.43779,23.38634238,8824.321796,23.38634238,3054.303087,23.38634238,23.38634238,23.38634238
311,20954.17505,86706.69014,30213.43058,25.15090543,25.15090543,25.15090543,25.15090543,25.15090543,25.15090543,6458.249497,25.15090543,8959.15493,25.15090543,25.15090543,69964.18511,28146.07646,25.15090543,6273.138833,25.15090543,25.15090543,25.15090543,25.15090543,25.15090543,5446.177062,25.15090543,25.15090543,25.15090543,10274.54728,25.15090543,25.15090543,25.15090543,6753.923541,25.15090543,6088.179074,25.15090543,4095.674044,30355.18109,25.15090543,25.15090543,25.15090543,6198.138833,25.15090543,25.15090543,25.15090543,25.15090543,25434.00402,25.15090543,9949.195171,25.15090543
314,47666.66667,100250.1416,23.60717658,23.60717658,23.60717658,82347.40321,9046.647781,39663.73938,23.60717658,124980.6893,7519.546742,23.60717658,7146.694995,23.60717658,328923.2767,10456.98772,56091.92635,23.60717658,11017.61095,9868.460812,23.60717658,23.60717658,23.60717658,23.60717658,5811.803588,23.60717658,35905.33522,177801.6525,23.60717658,11486.63834,3977.620397,3082.294618,24027.99811,18422.7101,7001.652502,23.60717658,7259.537299,3421.199245,6686.779981,23.60717658,23.60717658,5300.802644,23.60717658,9815.816808,3948.819641,8996.789424,4815.533522,7785.174693,23.60717658
320,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,20957.32759,116145.1724,21.55172414,13412.80172,7958.965517,21.55172414,21.55172414,21.55172414,416043.4052,21.55172414,8965.732759,7107.758621,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,21.55172414,422990.5172,21.55172414,21.55172414,11826.76724,21.55172414,18268.92241,10774.52586,14712.97414,21.55172414,21.55172414,21.55172414,21.55172414,18655.47414,21.55172414,21.55172414,21.55172414,11274.82759,6530.344828,16557.97414,16593.14655,16243.31897,21.55172414
333,34458.24074,188846.8981,29504.81481,12151.94444,21800.87963,14935.92593,23.14814815,71576.25,23.14814815,30418.7037,23.14814815,38261.38889,23.14814815,23.14814815,76441.2963,265299.3056,11705,23.14814815,30542.87037,19279.44444,36667.22222,23.14814815,23.14814815,17504.44444,23.14814815,7530,8068.611111,197859.6759,84324.07407,10320,23.14814815,23.14814815,252364.8611,7973.148148,7520.972222,23.14814815,18305.27778,6861.990741,31030.78704,3787.592593,7246.851852,17150.23148,23.14814815,13043.75,5724.583333,3687.731481,23.14814815,10737.12963,23.14814815
347,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,14513.65446,94606.84713,19.9044586,15609.91242,5105.254777,19.9044586,19.9044586,19.9044586,238261.4252,19.9044586,4088.375796,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,418182.8822,19.9044586,19.9044586,12462.69904,19.9044586,15185.31051,5838.535032,7118.431529,19.9044586,13567.03822,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,19.9044586,3512.340764,3643.232484,14552.38854,12435.50955,10011.86306,19.9044586
356,23685.06024,99949.83133,25747.56627,24.09638554,24.09638554,46833.44578,9313.253012,53718.12048,24.09638554,302320.4337,24.09638554,24.09638554,8770.698795,24.09638554,325021.9277,11873.63855,42258.98795,24.09638554,5350.26506,5429.542169,24.09638554,4737.927711,24.09638554,24.09638554,24.09638554,24.09638554,106450.3614,360891.8072,6501.060241,20270.79518,6126.939759,6285.879518,18438.16867,32221.20482,24.09638554,24.09638554,17301.83133,2891.807229,4851.277108,24.09638554,24.09638554,6319.277108,24.09638554,24.09638554,8261.542169,22913.15663,5128.626506,6607.903614,24.09638554
357,22.05558006,134789.0163,32383.8112,11822.76136,22.05558006,112555.7124,22.05558006,7025.805029,22.05558006,169159.3736,22.05558006,19752.5805,22.05558006,22.05558006,75914.86546,233228.2311,92672.03352,22.05558006,16950.77195,19074.54786,37828.18703,5570.666079,22.05558006,8831.054257,22.05558006,22.05558006,90739.47949,31833.92148,22.05558006,12953.85973,22.05558006,22.05558006,27821.26158,6067.225408,22.05558006,22.05558006,17637.1416,5161.182179,17869.43097,22.05558006,22.05558006,7345.434495,22.05558006,9297.926775,22.05558006,15667.00485,22.05558006,5393.736215,22.05558006
358,28415.26391,23.77555873,23.77555873,23.77555873,23.77555873,18089.06324,24817.54636,88348.7399,23.77555873,54313.59962,23.77555873,23.77555873,5463.338088,23.77555873,186547.2658,23.77555873,26474.6077,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,3403.804089,316187.5416,23.77555873,23.77555873,9724.298621,23.77555873,24928.86353,15434.66476,6219.115549,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,23.77555873,4096.766524,23.77555873,39278.45934,31958.20257,22655.4446,23.77555873
366,24991.86603,90840.59625,16960.87597,18.40264998,18.40264998,14813.32352,19564.5933,49232.6095,18.40264998,168845.3441,18.40264998,18.40264998,12196.90835,6637.210158,467269.9301,7089.142437,40100.62569,5965.881487,14838.09349,12098.71181,4485.940375,18.40264998,18.40264998,18.40264998,6721.935959,18.40264998,46791.46117,242674.678,18.40264998,11971.47589,13973.86824,18.40264998,18769.74604,33549.2823,3850.165624,18.40264998,15172.69047,3299.337505,6802.50276,18.40264998,18.40264998,7451.969084,18.40264998,4087.743835,9796.613912,18.40264998,18.40264998,4027.309533,18.40264998
372,29061.61473,98006.32672,23.60717658,23.60717658,23.60717658,20415.15581,23.60717658,23.60717658,68952.73843,57981.63362,23.60717658,12995.56185,23.60717658,23.60717658,23.60717658,161439.1879,7653.966006,30662.03966,20954.06043,13580.87819,6935.174693,23.60717658,6425.731822,23.60717658,23.60717658,23.60717658,29596.88385,4533.616619,39654.01322,11233.19169,4189.896128,23.60717658,16803.25779,23.60717658,6073.371105,23.60717658,12090.22663,23.60717658,4809.159585,23.60717658,6866.05288,3494.192635,23.60717658,23.60717658,23.60717658,7740.462701,23.60717658,23.60717658,5042.256846
374,28787.81818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,106193.4545,281066.6545,18.18181818,19732.98182,10734.47273,18.18181818,13302.50909,18.18181818,18.18181818,18.18181818,21223.45455,7396.727273,18.18181818,18.18181818,5759.854545,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,1011551.6,18.18181818,18.18181818,18321.2,18.18181818,18526.21818,26576.8,12844.10909,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,18.18181818,8766.290909,18.18181818,7737.163636,4810.4,3863.381818,18.18181818
377,28663.67654,22.09456474,22.09456474,22.09456474,22.09456474,32875.78436,53934.9536,158250.1989,61408.61688,74082.28016,22.09456474,22.09456474,22.09456474,22.09456474,204111.5776,33514.6266,16753.95493,22570.57004,22.09456474,22.09456474,22.09456474,22.09456474,22.09456474,22.09456474,22.09456474,22.09456474,4866.769775,507867.9187,22.09456474,22.09456474,6931.948741,22.09456474,13190.14582,8806.319046,6478.524083,22.09456474,22.09456474,22.09456474,3307.777287,22.09456474,22.09456474,22.09456474,22.09456474,3581.528944,2650.331418,15002.07689,9451.480336,14881.92665,3518.603624
378,27522.90795,83250.26151,26.15062762,26.15062762,26.15062762,37675.83682,26.15062762,54418.30544,26.15062762,289191.7364,26.15062762,26.15062762,26.15062762,26.15062762,198227.1967,10151.72594,30089.80126,26.15062762,4350.470711,26.15062762,26.15062762,4508.891213,26.15062762,26.15062762,7247.646444,26.15062762,106742.6255,299041.1611,26.15062762,20631.11925,5236.297071,6951.935146,10174.05858,21741.00418,26.15062762,7595.345188,22448.84937,4235.146444,6685.40795,3830.491632,26.15062762,8173.587866,26.15062762,5093.566946,5778.190377,15897.85565,10203.60879,7592.573222,26.15062762
